"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","V14"
1988,557,433,2,1,1,1,2,2,2,NA,0,NA,0,NA,NA,2,1,1,1,2,2,2,NA,0,NA,0,NA,NA,-0.399005862266447
1989,557,433,2,1,1,1,2,2,3,NA,0,NA,NA,NA,0,2,1,1,1,2,2,3,NA,0,NA,NA,NA,0,-0.580447532054195
1990,557,433,2,0,1,0,3,3,4,NA,0,NA,NA,NA,0,2,0,1,0,3,3,4,NA,0,NA,NA,NA,0,-0.944575481483508
1991,557,433,2,1,1,1,3,3,3,NA,0,NA,NA,NA,0,2,1,1,1,3,3,3,NA,0,NA,NA,NA,0,-0.990460572247888
1992,557,433,1,0,0,1,3,3,3,NA,0,NA,NA,NA,0,1,0,0,1,3,3,3,NA,0,NA,NA,NA,0,-1.14822995118525
1993,557,433,1,1,1,0,3,3,3,NA,0,NA,NA,NA,0,1,1,1,0,3,3,3,NA,0,NA,NA,NA,0,-1.15273599627206
1994,557,433,0,1,0,1,3,2,3,NA,0,NA,NA,NA,0,0,1,0,1,3,2,3,NA,0,NA,NA,NA,0,-1.12067819214868
1995,557,433,1,1,0,0,4,3,3,6,0,NA,NA,NA,0,1,1,0,0,4,3,3,6,0,NA,NA,NA,0,-1.33522299110308
1996,557,433,2,2,0,0,3,2,3,6,0,NA,NA,NA,0,2,2,0,0,3,2,3,6,0,NA,NA,NA,0,-1.21855633858309
1997,557,433,1,1,0,0,3,3,3,5,0,NA,NA,NA,0,1,1,0,0,3,3,3,5,0,NA,NA,NA,0,-1.42998716356616
1998,557,433,1,0,0,0,4,3,3,6,0,NA,NA,NA,1,1,0,0,0,4,3,3,6,0,NA,NA,NA,1,-1.59813014418646
1999,557,433,1,1,0,0,3,3,3,6,0,NA,NA,NA,0,1,1,0,0,3,3,3,6,0,NA,NA,NA,0,-1.33506431720362
2000,557,433,1,1,1,1,3,2,NA,5,0,NA,NA,NA,0,1,1,1,1,3,2,NA,5,0,NA,NA,NA,0,-0.970992999192565
2001,557,433,2,1,1,0,3,2,NA,6,0,NA,NA,NA,0,2,1,1,0,3,2,NA,6,0,NA,NA,NA,0,-0.808981294733485
2002,557,433,2,1,2,0,2,3,NA,6,0,NA,NA,NA,0,2,1,2,0,2,3,NA,6,0,NA,NA,NA,0,-0.645038361879717
2003,557,433,2,1,2,1,3,2,NA,3,0,NA,NA,NA,0,2,1,2,1,3,2,NA,3,0,NA,NA,NA,0,-0.334697728318686
2004,557,433,2,1,1,2,1,2,NA,1,0,NA,NA,NA,0,2,1,1,2,1,2,NA,1,0,NA,NA,NA,0,-0.0889654378816529
2005,557,433,2,1,1,1,2,2,NA,1,0,NA,NA,NA,0,2,1,1,1,2,2,NA,1,0,NA,NA,NA,0,-0.205244231031834
2006,557,433,2,1,1,1,3,3,NA,NA,0,NA,NA,NA,0,2,1,1,1,3,3,NA,NA,0,NA,NA,NA,0,-0.47462995631954
2007,557,433,2,1,1,1,NA,3,NA,NA,0,NA,NA,NA,0,2,1,1,1,NA,3,NA,NA,0,NA,NA,NA,0,-0.557461425271107
2008,557,433,2,1,1,1,3,2,NA,NA,0,NA,NA,NA,0,2,1,1,1,3,2,NA,NA,0,NA,NA,NA,0,-0.570969164970655
2009,557,433,2,1,1,1,3,3,NA,NA,0,NA,NA,NA,0,2,1,1,1,3,3,NA,NA,0,NA,NA,NA,0,-0.698551627595696
2010,557,433,2,1,1,0,3,2,NA,NA,0,NA,NA,NA,0,2,1,1,0,3,2,NA,NA,0,NA,NA,NA,0,-0.686172355961161
1960,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.427328803763868
1961,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.453552180456622
1962,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.461199312933068
1963,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.478034888575484
1964,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.479443035981436
1965,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.464456416510415
1966,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.452775536377841
1967,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.427252960601363
1968,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.3910064609035
1969,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.356017108929082
1970,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.310422544194582
1971,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.272620119482781
1972,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.205431638423383
1973,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.135938155836979
1974,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0490542947166794
1975,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.0445713803474334
1976,NA,434,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,NA,-0.0416258873248038
1977,NA,434,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,-0.12214761313139
1978,NA,434,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,-0.216492153189055
1979,NA,434,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,-0.243451074514141
1980,NA,434,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.391218678578556
1981,155,434,2,2,0,1,3,3,NA,NA,0,0,0,0,NA,2,2,0,1,3,3,NA,NA,0,0,0,0,NA,-0.533580550636621
1982,155,434,2,2,1,2,2,3,NA,NA,0,0,0,0,NA,2,2,1,2,2,3,NA,NA,0,0,0,0,NA,-0.350995032038742
1983,155,434,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,-0.22992232034808
1984,155,434,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,-0.296158885729513
1985,155,434,2,2,0,0,3,3,3,NA,0,0,0,NA,NA,2,2,0,0,3,3,3,NA,0,0,0,NA,NA,-0.646575483731132
1986,155,434,2,2,1,1,3,2,3,NA,0,0,0,NA,NA,2,2,1,1,3,2,3,NA,0,0,0,NA,NA,-0.572451509996462
1987,155,434,2,1,0,1,2,2,3,NA,0,0,0,NA,NA,2,1,0,1,2,2,3,NA,0,0,0,NA,NA,-0.574835164128693
1988,155,434,2,1,0,0,3,3,3,NA,0,NA,0,NA,NA,2,1,0,0,3,3,3,NA,0,NA,0,NA,NA,-0.751315750997395
1989,155,434,2,2,0,1,3,3,3,NA,0,NA,NA,NA,0,2,2,0,1,3,3,3,NA,0,NA,NA,NA,0,-0.394504783592598
1990,155,434,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,0.461004456040302
1991,155,434,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,0.851348722026791
1992,155,434,2,2,1,1,2,1,1,NA,0,NA,NA,NA,0,2,2,1,1,2,1,1,NA,0,NA,NA,NA,0,0.834256596304059
1993,155,434,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,0.946431373414031
1994,155,434,2,2,1,1,2,1,1,NA,0,NA,NA,NA,0,2,2,1,1,2,1,1,NA,0,NA,NA,NA,0,0.962471626857351
1995,155,434,2,2,2,2,NA,2,1,1,0,NA,NA,NA,0,2,2,2,2,NA,2,1,1,0,NA,NA,NA,0,1.08165357668932
1996,155,434,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,1.26228687070173
1997,155,434,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,1.206617205247
1998,155,434,2,1,2,2,2,2,1,1,0,NA,NA,NA,0,2,1,2,2,2,2,1,1,0,NA,NA,NA,0,0.854361570377642
1999,155,434,2,2,2,2,2,2,1,1,0,NA,NA,NA,0,2,2,2,2,2,2,1,1,0,NA,NA,NA,0,0.739362314012067
2000,155,434,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,0.571204001078017
2001,155,434,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,0.511749261882291
2002,155,434,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,0.468322989578373
2003,155,434,2,2,2,0,NA,2,NA,1,0,NA,NA,NA,0,2,2,2,0,NA,2,NA,1,0,NA,NA,NA,0,0.354008956586846
2004,155,434,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,0.277740049283171
2005,155,434,2,2,2,1,NA,3,NA,1,0,NA,NA,NA,0,2,2,2,1,NA,3,NA,1,0,NA,NA,NA,0,0.0411246235234569
2006,155,434,2,2,1,1,NA,3,NA,NA,0,NA,NA,NA,0,2,2,1,1,NA,3,NA,NA,0,NA,NA,NA,0,-0.105493363946966
2007,155,434,2,1,2,0,2,2,NA,NA,0,NA,NA,NA,0,2,1,2,0,2,2,NA,NA,0,NA,NA,NA,0,-0.142092565882199
2008,155,434,2,2,2,0,2,3,NA,NA,0,NA,NA,NA,0,2,2,2,0,2,3,NA,NA,0,NA,NA,NA,0,-0.298930012814941
2009,155,434,2,1,2,0,1,3,NA,NA,0,NA,NA,NA,0,2,1,2,0,1,3,NA,NA,0,NA,NA,NA,0,-0.417991640815383
2010,155,434,1,1,2,0,1,3,NA,NA,0,NA,NA,NA,0,1,1,2,0,1,3,NA,NA,0,NA,NA,NA,0,-0.545604283681651
1960,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.17569980421926
1961,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.174909265490227
1962,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.171289459794437
1963,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.236179692420655
1964,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.29011407533201
1965,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.338519514958963
1966,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.369508816402805
1967,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.392156755676835
1968,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.407718354227668
1969,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.404553676870161
1970,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.396261940678998
1971,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.385803909640461
1972,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.358666508219356
1973,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.33239819219259
1974,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.291642467597269
1975,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.25343841036362
1976,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.203196975949801
1977,NA,435,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,0.140672145410948
1978,NA,435,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.0910965957778177
1979,NA,435,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,-0.110855079617874
1980,NA,435,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.196435867854719
1981,437,435,2,1,1,1,2,2,NA,NA,0,0,0,0,NA,2,1,1,1,2,2,NA,NA,0,0,0,0,NA,-0.153509414968467
1982,437,435,2,2,1,2,2,2,NA,NA,0,0,0,0,NA,2,2,1,2,2,2,NA,NA,0,0,0,0,NA,-0.031130881898319
1983,437,435,2,2,1,2,3,2,NA,NA,0,0,0,NA,NA,2,2,1,2,3,2,NA,NA,0,0,0,NA,NA,-0.110739185909897
1984,437,435,2,2,1,1,3,2,NA,NA,0,0,0,NA,NA,2,2,1,1,3,2,NA,NA,0,0,0,NA,NA,-0.146606105288488
1985,437,435,2,2,2,1,2,2,3,NA,0,0,0,NA,NA,2,2,2,1,2,2,3,NA,0,0,0,NA,NA,-0.0857491488085906
1986,437,435,2,2,1,1,2,2,1,NA,0,0,0,NA,NA,2,2,1,1,2,2,1,NA,0,0,0,NA,NA,-0.144063482781829
1987,437,435,2,2,0,0,2,2,3,NA,0,0,0,NA,NA,2,2,0,0,2,2,3,NA,0,0,0,NA,NA,-0.423691843859875
1988,437,435,2,2,0,1,3,2,3,NA,0,NA,0,NA,NA,2,2,0,1,3,2,3,NA,0,NA,0,NA,NA,-0.790543835403705
1989,437,435,2,1,0,1,3,4,4,NA,0,NA,NA,NA,0,2,1,0,1,3,4,4,NA,0,NA,NA,NA,0,-1.3796407474085
1990,437,435,0,0,0,0,4,4,3,NA,0,NA,NA,NA,0,0,0,0,0,4,4,3,NA,0,NA,NA,NA,0,-1.76496531704088
1991,437,435,0,0,0,0,4,4,4,NA,0,NA,NA,NA,0,0,0,0,0,4,4,4,NA,0,NA,NA,NA,0,-1.82046311485794
1992,437,435,1,1,1,0,3,4,5,NA,0,NA,NA,NA,0,1,1,1,0,3,4,5,NA,0,NA,NA,NA,0,-1.46146633610814
1993,437,435,2,1,1,0,2,3,2,NA,0,NA,NA,NA,0,2,1,1,0,2,3,2,NA,0,NA,NA,NA,0,-0.876142211187802
1994,437,435,2,1,1,1,2,2,3,NA,0,NA,NA,NA,0,2,1,1,1,2,2,3,NA,0,NA,NA,NA,0,-0.485827964308013
1995,437,435,2,1,1,1,2,2,3,1,0,NA,NA,NA,0,2,1,1,1,2,2,3,1,0,NA,NA,NA,0,-0.317565884782331
1996,437,435,2,2,2,1,1,2,3,1,0,NA,NA,NA,0,2,2,2,1,1,2,3,1,0,NA,NA,NA,0,-0.158204772584641
1997,437,435,2,1,1,1,2,3,3,NA,0,NA,NA,NA,0,2,1,1,1,2,3,3,NA,0,NA,NA,NA,0,-0.334028263336534
1998,437,435,2,1,1,2,2,2,2,1,0,NA,NA,NA,0,2,1,1,2,2,2,2,1,0,NA,NA,NA,0,-0.148234912886624
1999,437,435,2,1,1,1,2,2,2,1,0,NA,NA,NA,0,2,1,1,1,2,2,2,1,0,NA,NA,NA,0,-0.135938624244444
2000,437,435,2,2,1,1,3,2,NA,3,0,NA,NA,NA,0,2,2,1,1,3,2,NA,3,0,NA,NA,NA,0,-0.247665010147683
2001,437,435,2,2,1,1,3,2,NA,1,0,NA,NA,NA,0,2,2,1,1,3,2,NA,1,0,NA,NA,NA,0,-0.373567188974521
2002,437,435,2,2,1,1,3,3,NA,4,0,NA,NA,NA,0,2,2,1,1,3,3,NA,4,0,NA,NA,NA,0,-0.581159356674549
2003,437,435,2,1,0,1,2,3,NA,2,0,NA,NA,NA,0,2,1,0,1,2,3,NA,2,0,NA,NA,NA,0,-0.625349617860631
2004,437,435,2,2,1,1,3,3,NA,1,0,NA,NA,NA,0,2,2,1,1,3,3,NA,1,0,NA,NA,NA,0,-0.709308067256547
2005,437,435,2,1,0,0,3,3,NA,6,0,NA,NA,NA,0,2,1,0,0,3,3,NA,6,0,NA,NA,NA,0,-0.860310545400938
2006,437,435,2,2,1,1,3,3,NA,NA,0,NA,NA,NA,0,2,2,1,1,3,3,NA,NA,0,NA,NA,NA,0,-0.686431162895989
2007,437,435,2,1,1,0,3,2,NA,NA,0,NA,NA,NA,0,2,1,1,0,3,2,NA,NA,0,NA,NA,NA,0,-0.645819266198424
2008,437,435,2,2,1,0,3,3,NA,NA,0,NA,NA,NA,0,2,2,1,0,3,3,NA,NA,0,NA,NA,NA,0,-0.728284602422043
2009,437,435,2,2,1,0,3,3,NA,NA,0,NA,NA,NA,0,2,2,1,0,3,3,NA,NA,0,NA,NA,NA,0,-0.708047184460335
2010,437,435,2,2,1,0,3,2,NA,NA,0,NA,NA,NA,0,2,2,1,0,3,2,NA,NA,0,NA,NA,NA,0,-0.576932646963459
1960,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.222691470592352
1961,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.223426024678566
1962,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.214011489078007
1963,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.189871072202836
1964,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.152228573204201
1965,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.179310101639715
1966,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.192447466090157
1967,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.205468152076677
1968,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.209595441182291
1969,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.206629004214155
1970,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.18571439622723
1971,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.154487319489479
1972,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.124133179928131
1973,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0768123700665985
1974,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0184667025075319
1975,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0412255216362304
1976,NA,436,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,1,NA,-0.121608500127025
1977,NA,436,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,-0.20658174799516
1978,NA,436,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,-0.342568579989731
1979,NA,436,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,0,NA,-0.462599003821491
1980,NA,436,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,-0.302258648059967
1981,485,436,2,2,1,2,3,2,NA,NA,0,0,0,0,NA,2,2,1,2,3,2,NA,NA,0,0,0,0,NA,-0.181384729970282
1982,485,436,2,2,1,2,3,2,NA,NA,0,0,0,0,NA,2,2,1,2,3,2,NA,NA,0,0,0,0,NA,-0.0718201001212695
1983,485,436,2,2,2,2,3,1,NA,NA,0,0,0,NA,NA,2,2,2,2,3,1,NA,NA,0,0,0,NA,NA,0.0935367072457071
1984,485,436,2,2,1,2,3,2,NA,NA,0,0,0,NA,NA,2,2,1,2,3,2,NA,NA,0,0,0,NA,NA,-0.0446603989769544
1985,485,436,2,2,1,1,2,3,3,NA,0,0,0,NA,NA,2,2,1,1,2,3,3,NA,0,0,0,NA,NA,-0.149815961377231
1986,485,436,2,2,1,2,2,2,2,NA,0,0,0,NA,NA,2,2,1,2,2,2,2,NA,0,0,0,NA,NA,0.0365518520783337
