"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","V14"
1999,410,212,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,4.1771829604757
2000,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.22315085831713
2001,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.27316745748804
2002,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.32403194758788
2003,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.36909482397628
2004,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.41237119418221
2005,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.44887735483473
2006,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.46997628000244
2007,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.49973971111294
2008,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.51139026213628
2009,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.52246987650855
2010,410,212,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,4.54874207423438
1949,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.525270870250365
1950,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.541301571677835
1951,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.547293642231687
1952,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.529316944672111
1953,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.51702365219246
1954,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.489518388434948
1955,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.452066542207892
1956,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.401256217589353
1957,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.346736161779867
1958,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.276715410008882
1959,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.196951408749982
1960,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.10472107634371
1961,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0780524323822386
1962,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.0386307193879413
1963,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.056697672507053
1964,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.158033761150943
1965,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.249170885428241
1966,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.322260250992438
1967,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.391967899983544
1968,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.451018211956703
1969,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.504785270779813
1970,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.541711226245278
1971,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.56181044236248
1972,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.593454190937693
1973,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.613179725056024
1974,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.624422736311295
1975,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.641484295310173
1976,NA,220,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.650146996433466
1977,NA,220,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.710228911118611
1978,NA,220,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.765022337841567
1979,NA,220,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.811627784736548
1980,NA,220,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.867531623732629
1981,287,220,2,2,2,2,2,1,NA,NA,0,0,0,0,NA,2,2,2,2,2,1,NA,NA,0,0,0,0,NA,0.921306698420191
1982,287,220,2,2,1,2,2,1,NA,NA,0,0,0,0,NA,2,2,1,2,2,1,NA,NA,0,0,0,0,NA,0.899608403195128
1983,287,220,2,2,1,2,2,1,NA,NA,0,0,0,NA,NA,2,2,1,2,2,1,NA,NA,0,0,0,NA,NA,0.88436922540172
1984,287,220,2,2,1,2,2,1,NA,NA,0,0,0,NA,NA,2,2,1,2,2,1,NA,NA,0,0,0,NA,NA,0.875456631739455
1985,287,220,2,1,1,2,2,1,1,NA,0,0,0,NA,NA,2,1,1,2,2,1,1,NA,0,0,0,NA,NA,0.805137763238633
1986,287,220,2,2,1,2,2,1,1,NA,0,0,0,NA,NA,2,2,1,2,2,1,1,NA,0,0,0,NA,NA,0.786695273186636
1987,287,220,2,2,0,2,2,2,1,NA,0,0,0,NA,NA,2,2,0,2,2,2,1,NA,0,0,0,NA,NA,0.615314077567447
1988,287,220,2,1,1,1,2,1,2,NA,0,NA,0,NA,NA,2,1,1,1,2,1,2,NA,0,NA,0,NA,NA,0.573321562611349
1989,287,220,2,2,0,1,2,1,2,NA,0,NA,NA,NA,0,2,2,0,1,2,1,2,NA,0,NA,NA,NA,0,0.686659464062292
1990,287,220,2,2,0,1,1,1,2,NA,0,NA,NA,NA,0,2,2,0,1,1,1,2,NA,0,NA,NA,NA,0,0.896909179044715
1991,287,220,2,2,2,1,1,1,1,NA,0,NA,NA,NA,0,2,2,2,1,1,1,1,NA,0,NA,NA,NA,0,1.10115557434866
1992,287,220,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,1.17698515260188
1993,287,220,2,1,2,1,1,1,2,NA,0,NA,NA,NA,0,2,1,2,1,1,1,2,NA,0,NA,NA,NA,0,0.993223667932106
1994,287,220,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,0.951435393506937
1995,287,220,2,2,2,2,2,2,2,3,0,NA,NA,NA,0,2,2,2,2,2,2,2,3,0,NA,NA,NA,0,0.726241270451208
1996,287,220,2,2,2,2,2,NA,2,3,0,NA,NA,NA,0,2,2,2,2,2,NA,2,3,0,NA,NA,NA,0,0.734101533332904
1997,287,220,2,2,2,2,NA,1,2,6,0,NA,NA,NA,0,2,2,2,2,NA,1,2,6,0,NA,NA,NA,0,0.789723111863469
1998,287,220,2,2,2,0,2,1,2,3,0,NA,NA,NA,0,2,2,2,0,2,1,2,3,0,NA,NA,NA,0,0.621899760234899
1999,287,220,2,2,2,0,2,2,2,3,0,NA,NA,NA,0,2,2,2,0,2,2,2,3,0,NA,NA,NA,0,0.428991080590128
2000,287,220,2,2,2,0,2,1,NA,5,0,NA,NA,NA,0,2,2,2,0,2,1,NA,5,0,NA,NA,NA,0,0.430192954185535
2001,287,220,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,0.376033663289335
2002,287,220,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,0.300913135308511
2003,287,220,2,1,2,0,2,2,NA,6,0,NA,NA,NA,0,2,1,2,0,2,2,NA,6,0,NA,NA,NA,0,0.165048322658115
2004,287,220,2,2,2,0,2,2,NA,4,0,NA,NA,NA,0,2,2,2,0,2,2,NA,4,0,NA,NA,NA,0,0.25783585509327
2005,287,220,2,2,2,1,2,2,NA,2,0,NA,NA,NA,0,2,2,2,1,2,2,NA,2,0,NA,NA,NA,0,0.40511241938981
2006,287,220,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.531892881057744
2007,287,220,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.65312222335019
2008,287,220,2,1,2,1,2,1,NA,NA,0,NA,NA,NA,0,2,1,2,1,2,1,NA,NA,0,NA,NA,NA,0,0.786592453384063
2009,287,220,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,0.899283335724323
2010,287,220,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,0.948049041566536
1993,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.66658812863216
1994,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.82328620686393
1995,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.9816953229047
1996,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.14050193614647
1997,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.29236267666227
1998,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.4468970533949
1999,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.58979836090816
2000,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.74125186542952
2001,452,221,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2.90607298914269
2002,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,3.03988247857869
2003,452,221,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.17785610013571
2004,452,221,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.28017365868167
2005,452,221,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.37368111667849
2006,452,221,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.45527383358762
2007,452,221,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.5159826384784
2008,452,221,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.55993656988517
2009,452,221,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.59242619572285
2010,452,221,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.61458942820335
1990,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.50434249022845
1991,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.639055336363
1992,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.77486397720293
1993,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.91060934406226
1994,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.05789783014214
1995,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.19454732680045
1996,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.33052166586989
1997,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.47349595820763
1998,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.61614168439615
1999,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.75860152134488
2000,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.90336165251441
2001,404,223,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.04583255409404
2002,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,3.17001338410321
2003,404,223,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.29270939112583
2004,404,223,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.39106080770227
2005,404,223,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.47564330600583
2006,404,223,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.55164070698734
2007,404,223,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.60673368950919
2008,404,223,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.63508458434614
2009,404,223,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.66266489350017
2010,404,223,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.67418855192263
1949,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.889765889073389
1950,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.953856511586335
1951,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.997316996117113
1952,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.03959244324617
1953,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.07261820915619
1954,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.10702839084356
1955,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.13603130266666
1956,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.16314166788194
1957,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.18950212146466
1958,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.2140625898074
1959,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.23595635620513
1960,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.26261765939914
1961,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.28889854946108
1962,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.29854209805562
1963,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.30833109224487
1964,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.31260944291369
1965,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.31319147659629
1966,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.31208678266081
1967,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.30772654545846
1968,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.30169549458028
1969,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.29533222143135
1970,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.28412866405086
1971,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.26871770027536
1972,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.24995395609103
1973,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.23488592728646
1974,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.21886855799428
1975,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.20457190459632
1976,NA,225,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,1.18504643176663
1977,NA,225,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,1.08898591518262
1978,NA,225,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,1.07638802941841
1979,NA,225,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,1.16368860235858
1980,NA,225,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,1.12534069607818
1981,611,225,2,2,2,2,2,1,NA,NA,0,0,0,0,NA,2,2,2,2,2,1,NA,NA,0,0,0,0,NA,1.16854182763594
1982,611,225,2,2,2,2,2,1,NA,NA,0,0,0,0,NA,2,2,2,2,2,1,NA,NA,0,0,0,0,NA,1.21020996188214
1983,611,225,2,2,2,2,2,1,NA,NA,0,0,0,NA,NA,2,2,2,2,2,1,NA,NA,0,0,0,NA,NA,1.24674699902766
1984,611,225,2,2,2,2,2,1,NA,NA,0,0,0,NA,NA,2,2,2,2,2,1,NA,NA,0,0,0,NA,NA,1.2917852292606
1985,611,225,2,2,2,2,2,1,1,NA,0,0,0,NA,NA,2,2,2,2,2,1,1,NA,0,0,0,NA,NA,1.31393351680885
1986,611,225,2,2,2,2,2,1,1,NA,0,0,0,NA,NA,2,2,2,2,2,1,1,NA,0,0,0,NA,NA,1.32333854738085
1987,611,225,2,2,2,2,2,1,1,NA,0,0,0,NA,NA,2,2,2,2,2,1,1,NA,0,0,0,NA,NA,1.35408003897764
1988,611,225,2,2,2,2,2,1,1,NA,0,NA,0,NA,NA,2,2,2,2,2,1,1,NA,0,NA,0,NA,NA,1.34969794050268
1989,611,225,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,1.31639114257577
1990,611,225,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,1.2525858187319
1991,611,225,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,1.1766415765393
1992,611,225,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,1.1148863650945
1993,611,225,2,2,2,1,2,1,1,NA,0,NA,NA,NA,0,2,2,2,1,2,1,1,NA,0,NA,NA,NA,0,1.04944627382307
1994,611,225,2,2,2,1,2,1,2,NA,0,NA,NA,NA,0,2,2,2,1,2,1,2,NA,0,NA,NA,NA,0,1.0922655380256
1995,611,225,2,2,2,1,1,1,1,1,0,NA,NA,NA,0,2,2,2,1,1,1,1,1,0,NA,NA,NA,0,1.31597995678588
1996,611,225,2,2,2,2,NA,1,1,3,0,NA,NA,NA,0,2,2,2,2,NA,1,1,3,0,NA,NA,NA,0,1.39279875219757
1997,611,225,2,2,2,1,1,1,3,4,0,NA,NA,NA,0,2,2,2,1,1,1,3,4,0,NA,NA,NA,0,1.31389497206554
1998,611,225,2,2,2,2,1,1,4,3,0,NA,NA,NA,0,2,2,2,2,1,1,4,3,0,NA,NA,NA,0,1.39562972930374
1999,611,225,2,2,2,2,1,1,2,3,0,NA,NA,NA,0,2,2,2,2,1,1,2,3,0,NA,NA,NA,0,1.45423128211657
2000,611,225,2,2,1,2,1,1,NA,4,0,NA,NA,NA,0,2,2,1,2,1,1,NA,4,0,NA,NA,NA,0,1.39482531320416
2001,611,225,2,2,2,2,1,1,NA,4,0,NA,NA,NA,0,2,2,2,2,1,1,NA,4,0,NA,NA,NA,0,1.30712957927493
2002,611,225,2,2,2,2,2,2,NA,4,0,NA,NA,NA,0,2,2,2,2,2,2,NA,4,0,NA,NA,NA,0,0.996529713448712
2003,611,225,2,2,2,1,2,2,NA,4,0,NA,NA,NA,0,2,2,2,1,2,2,NA,4,0,NA,NA,NA,0,0.783339080695849
2004,611,225,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,0.767527564280171
