YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing	x.means
1958		790									0	0	0	0		0.521309213612473
1959		790									0	0	0	0		0.497510706843292
1960		790									0	0	0	0		0.464344699797511
1961		790									0	0	0	0		0.424860653699565
1962		790									0	0	0	0		0.382382169000311
1963		790									0	0	0	0		0.332038435802504
1964		790									0	0	0	1		0.271823259592947
1965		790									0	0	0	0		0.271033585351911
1966		790									0	0	0	0		0.266697856489723
1967		790									0	0	0	0		0.252584452365886
1968		790									0	0	0	0		0.220378681357554
1969		790									0	0	0	0		0.186527855500724
1970		790									0	0	0	0		0.145441511399475
1971		790									0	0	0	0		0.0905576674275708
1972		790									0	0	0	0		0.0287747673115745
1973		790									0	0	0	0		-0.0518056762118495
1974		790									0	0	0	0		-0.145659135282082
1975		790									0	0	0	0		-0.25775363672295
1976		790					3	2			0	0	0	0		-0.391061705128652
1977		790					3	3			0	0	0	0		-0.51211953880604
1978		790					3	2			0	0	0	0		-0.411668328461328
1979		790					2	2			0	0	0	1		-0.305948364791609
1980		790					3	2			0	0	0	0		-0.321457347617945
1981	473	790	1	2	0	1	3	2			0	0	0	0		-0.380664704028268
1982	473	790	1	2	1	1	3	2			0	0	0	0		-0.33385079083944
1983	473	790	2	2	1	1	2	3			0	0	0			-0.267311205410861
1984	473	790	2	2	1	1	3	2			0	0	0			-0.243580417999276
1985	473	790	2	2	1	1	3	3	3		0	0	0			-0.387887515119408
1986	473	790	2	2	2	1	3	3	4		0	0	0			-0.466926995947726
1987	473	790	2	2	1	0	3	3	5		0	0	0			-0.558947034860998
1988	473	790	1	2	1	1	3	3	4		0		0			-0.637083495440174
1989	473	790	1	2	0	1	3	3	4		0				0	-0.696716929801854
1990	473	790	2	1	0	0	4	3	4		0				0	-0.691323494975744
1991	473	790	2	1	0	0	3	2	4		0				0	-0.528502933138946
1992	473	790	2	1	0	1	3	3	4		0				0	-0.473199407445849
1993	473	790	1	1	1	0	3	3	3		0				0	-0.416231095515424
1994	473	790	2	2	1	1	3	3	3		0				0	-0.243749887606437
1995	473	790	2	2	1	0	2	3	3	6	0				0	-0.303688650346844
1996	473	790	2	1	2	1	4	3	4	5	0				1	-0.563287316494495
1997	473	790	1	0	1	1	3	3	4	5	0				0	-0.716878125507161
1998	473	790	1	0	0	0	4	3	4	6	0				1	-0.979488785714707
1999	473	790	1	0	1	0	3	3	4	6	0				1	-1.05464703865726
2000	473	790	0	0	0	1	4	4		5	0				1	-1.29885348726925
2001	473	790	0	0	0	1	4	4		5	0				1	-1.46920604124454
2002	473	790	0	0	0	0	5	4		6	0				1	-1.68897010402614
2003	473	790	0	0	0	1	4	4		5	0				1	-1.68320042814647
2004	473	790	0	0	0	0	4	5		6	0				1	-1.86124437827025
2005	473	790	0	0	0	0	5	5		6	0				1	-1.9030705289384
2006	473	790	0	0	0	0	4	5			0				1	-1.66630932015474
2007	473	790	2	0	1	0	3	4			0				0	-1.17338981117722
2008	473	790	2	0	0	0	4	4			0				0	-1.061945965583
2009	473	790	2	0	1	0	5	4			0				0	-1.00577199949219
2010	473	790	2	0	0	0	3	4			0				0	-0.910321175086113
1949		800										0	0	0		0.208562325804934
1950		800										0	0	0		0.209633502822006
1951		800										0	0	0		0.198801735326391
1952		800										0	0	0		0.176949053502129
1953		800										0	0	0		0.142263179679773
1954		800										0	0	0		0.0984428203006712
1955		800										0	0	1		0.0458865456088165
1956		800									0	0	0	0		0.0481691388714422
1957		800									0	0	0	0		0.0315627936000053
1958		800									0	0	0	0		0.00593241587712358
1959		800									0	0	0	1		-0.0323400939034525
1960		800									0	0	0	0		-0.022324836849821
1961		800									0	0	0	1		-0.0251191073599494
1962		800									0	0	0	0		0.0189029317304913
1963		800									0	0	0	0		0.0552355956946358
1964		800									0	0	0	0		0.0768243080063285
1965		800									0	0	0	0		0.0816670781413989
1966		800									0	0	0	0		0.0754823800164441
1967		800									0	0	0	0		0.0609128474567314
1968		800									0	0	0	0		0.0285358837294263
1969		800									0	0	0	0		-0.0181242623194585
1970		800									0	0	0	0		-0.0761152613972487
1971		800									0	0	0	0		-0.149752961522864
1972		800									0	0	0	0		-0.25787647257543
1973		800									0	0	0	0		-0.389391904251366
1974		800									0	0	0	0		-0.557989941447922
1975		800									0	0	0	0		-0.780476962647856
1976		800					4	3			0	1	0	0		-1.11099667454149
1977		800					3	2			0	1	0	1		-1.12888081490622
1978		800					3	3			0	1	0	0		-1.26614820093659
1979		800					4	3			0	1	0	0		-1.33355540722759
1980		800					3	3			0	1	0	0		-1.24485257414328
1981	626	800	1	1	0	1	3	3			0	1	0	0		-1.18234741824479
1982	626	800	1	1	1	1	3	3			0	1	0	0		-1.10265174934656
1983	626	800	1	1	2	1		3			0	1	0			-0.989588295904262
1984	626	800	1	1	1	2	2	3			0	1	0			-0.809020417980814
1985	626	800	2	1	1	2	3	2	2		0	1	0			-0.668933564168259
1986	626	800	1	2	1	1	3	3	3		0	1	0			-0.724801075634461
1987	626	800	2	1	1	1	2	3	3		0	1	0			-0.589366248986683
1988	626	800	1	2	1	0	2	3	3		0		0			-0.454244999647352
1989	626	800	2	1	1	0	2	2	3		0				0	-0.307668884866741
1990	626	800	1	1	1	0	3	2	3		0				0	-0.306449043515484
1991	626	800	1	1	1	1	2	2	3		0				0	-0.263060085070637
1992	626	800	0	0	1	2	4	3	3		0				1	-0.464417723371889
1993	626	800	2	1	1	0	2	3	3		0				0	-0.231720712661885
1994	626	800	2	2	1	0	3	3	3		0				0	-0.0493021739156448
1995	626	800	2	2	2	1	2	2	3	1	0				0	0.236637806491524
1996	626	800	2	1	1	1	2	3	4	1	0				0	0.188427295290175
1997	626	800	2	2	2	1	2	3	2	1	0				0	0.407105581111686
1998	626	800	2	2	1	1	3	2	2	1	0				0	0.520069840853197
1999	626	800	2	2	1	1	2	2	3	3	0				0	0.560559335446429
2000	626	800	2	1	1	1	3	2		1	0				0	0.427215501190059
2001	626	800	2	0	1	1	3	2		1	0				0	0.288866353899543
2002	626	800	2	1	2	1	2	3		1	0				0	0.15576117909275
2003	626	800	2	0	1	1	3	3		1	0				0	-0.181657541849551
2004	626	800	1	0	2	1	4	3		6	0				1	-0.621708480984635
2005	626	800	0	0	1	0	4	4		5	0				0	-0.909379520429115
2006	626	800	0	0	2	1	4	4			0				0	-0.911798492051386
2007	626	800	1	0	1	1	4	4			0				0	-0.840675668247452
2008	626	800	1	0	1	1	3	4			0				0	-0.702603932313553
2009	626	800	1	0	1	1	3	3			0				0	-0.642660298745178
2010	626	800	1	0	0	0	4	4			0				0	-0.895077726645417
1953		811										1	0	0		-1.32391761584797
1954		811										1	0	0		-1.37360261286552
1955		811										1	0	0		-1.39458453200502
1956		811									0	1	0	0		-1.39915441075884
1957		811									0	1	0	0		-1.40364721427958
1958		811									0	1	0	0		-1.40652280412085
1959		811									0	1	0	0		-1.42325847953888
1960		811									0	1	0	1		-1.44935109173682
1961		811									0	1	0	0		-1.42631895418811
1962		811									0	1	0	0		-1.41480359770896
1963		811									0	1	0	0		-1.40955032606896
1964		811									0	1	0	0		-1.40639253315242
1965		811									0	1	0	0		-1.405910864861
1966		811									0	1	0	0		-1.41175074323118
1967		811									0	1	0	0		-1.41321844759508
1968		811									0	1	0	0		-1.42984148225869
1969		811									0	1	0	0		-1.44856567567684
1970		811									0	1	0	1		-1.49095930815907
1971		811									0	1	0	0		-1.51135109949768
1972		811									0	1	0	1		-1.58443706141835
1973		811									0	1	0	1		-1.68048250712569
1974		811									0	1	0	0		-1.85594742115649
1975		811									1	1	1	1		-2.32054596321678
1976		811					5	5			1	1	1	1		-2.58709240090786
1977		811					5				1	1	1	1		-2.50121500375431
1978		811					3				1	1	1	0		-2.23219475371433
1979		811					3				1	1	1	0		-1.99391458129165
1980		811					3	3			0	1	0	0		-1.56261136831047
1981		811					3	3			0	1	0	0		-1.41371774450345
1982		811					3	3			0	1	0	0		-1.38595550694317
1983		811					3	4			0	1	0			-1.4695727356251
1984		811					4	4			0	1	0			-1.57260579619388
1985		811					3	4	5		0	1	0			-1.55661346729014
1986		811					5	4	4		0	1	0			-1.58623091796939
1987		811						4	4		0	1	0			-1.51417092184367
1988	188	811	1	0	0	0	3	4	4		0		0			-1.42836267488473
1989	188	811	0	1	0	0	3	4	3		0				0	-1.28348766784105
1990	188	811	1	0	0	0	3	4	3		0				0	-1.11648227049889
1991	188	811	1	1	0	1	3	4	2		0				0	-0.939509080036462
1992	188	811	1	0	0	0	3	3	3		0				0	-0.927205089654118
1993	188	811	1	0	1	0	4	4	3		0				0	-1.01519662080262
1994	188	811	1	0	0	0	4	4	3		0				0	-1.019478882363
1995	188	811	0	1	1	0	3	4	3		0				0	-0.926788066153794
1996	188	811	1	0	1	0	3	4	3		0				0	-0.936994941914802
1997	188	811	1	0	1	0	3	4	4		0				0	-0.937236383792626
1998	188	811	0	0	0	0	3	4	3	5	0				0	-0.839276852434712
1999	188	811	1	0	2	0	3	3	5	5	0				0	-0.562740300251233
2000	188	811	1	1	2	0	3	2			0				0	-0.200192068399049
2001	188	811	2	1	2	0	2	3			0				0	-0.0738687657698942
2002	188	811	2	1	2	0	3	3		3	0				0	-0.113708514646053
2003	188	811	2	0	2	0	3	3		5	0				0	-0.178950458975841
2004	188	811	2	0	2	0	3	3		5	0				0	-0.204501670022276
2005	188	811	2	1	1	0	3	3		1	0				0	-0.196992159043766
2006	188	811	2	0	1	0	3	3			0				0	-0.321082414106296
2007	188	811	1	0	1	0	3	4			0				0	-0.488766758865049
2008	188	811	2	0	1	0	2	4			0				0	-0.367913773021667
2009	188	811	2	1	0	0	3	3			0				0	-0.217940964238847
2010	188	811	2	1	1	0	3	3			0				0	-0.121568747469828
1953		812										0	0	0		-0.134766549696773
1954		812										0	0	0		-0.170899046956698
1955		812										0	0	0		-0.226700639024053
1956		812									0	0	0	0		-0.310969645935141
1957		812									0	0	0	0		-0.422637920362193
1958		812									0	0	0	0		-0.58250477915358
1959		812									0	0	0	0		-0.803444359117252
1960		812									0	1	0	0		-1.1379533567831
1961		812									0	1	0	0		-1.35515871035488
1962		812									0	1	0	0		-1.55294260917945
1963		812									0	1	1	0		-1.82780755676105
1964		812									0	1	1	0		-1.9018831638161
1965		812									0	1	1	0		-1.85240259682036
1966		812									0	1	0	0		-1.62129642459326
1967		812									0	1	0	0		-1.51563185036119
1968		812									0	1	0	0		-1.46141348234097
1969		812									0	1	0	0		-1.43114951287676
1970		812									0	1	0	0		-1.42019032742455
1971		812									0	1	0	0		-1.42271384482801
1972		812									0	1	0	0		-1.43405872147639
1973		812									0	1	0	1		-1.46051146526789
1974		812									0	1	0	0		-1.44132562943067
1975		812									0	1	0	0		-1.44293228458014
1976		812					4				0	1	0	0		-1.46616611239105
1977		812					4				0	1	0	0		-1.49887549428583
1978		812					4				0	1	0	0		-1.53697003510683
1979		812					4	4			0	1	0	0		-1.57365778718635
1980		812					3	3			0	1	0	0		-1.3779668121378
1981	386	812	1	0	0	2	3	3			0	1	0	0		-1.30689666846263
1982	386	812	1	1	0	1	3	3			0	1	0	0		-1.26877589014972
1983	386	812	1	1	0	2	3	4			0	1	0			-1.28801633135267
1984	386	812	2	0	0	2	3	4			0	1	0			-1.27989562869781
1985	386	812	1	1	0	2	3	4	2		0	1	0			-1.20214885657139
1986	386	812	2	1	0	2	4	4	2		0	1	0			-1.13364797391044
1987	386	812	1	1	0	1	3	4	3		0	1	0			-0.977070966996827
1988	386	812	2	2	0	1	3	3	2		0		0			-0.530340128187541
1989	386	812	2	2	0	1	2	3	2		0				0	-0.228885417662592
1990	386	812	2	1	0	1	2	3	3		0				0	-0.0237216175349397
1991	386	812	2	2	1	2	2	2	1		0				0	0.369297666458259
1992	386	812	2	2	1	2	2	3	1		0				0	0.475476324308465
1993	386	812	2	1	1	2	2	3	1		0				0	0.59340698431651
1994	386	812	2	2	1	2		2	2		0				0	0.912145381752144
1995	386	812	2	2	1	2	1	2	1	1	0				0	1.20272815498524
1996	386	812	2	2	2	2	1	1	1	1	0				0	1.34644572018385
1997	386	812	2	2	1	2		2	1	1	0				0	1.07534007590593
1998	386	812	2	1	1	1	3	2	2	1	0				0	0.676352466758541
1999	386	812	2	2	0	1	2	2	3		0				0	0.498908888551525
2000	386	812	1	1	1	1	3	3		5	0				0	0.170398361390531
2001	386	812	2	2	0	0	3	2			0				0	0.15374250187652
2002	386	812	2	2	0	0	3	2		5	0				0	0.0364170876035108
2003	386	812	1	0	0	0	3	3		5	0				0	-0.239423360935026
2004	386	812	1	1	0	1	3	3		5	0				0	-0.194813867673893
2005	386	812	0	1	1	1	3	3			0				0	-0.0925139435696185
2006	386	812	2	1	0	1	3	3			0				1	0.0437159589758029
2007	386	812	1	1	1	1	3	3			0				0	0.311911332611147
2008	386	812	2	2	0	1	1	2			0				0	0.775778275954114
2009	386	812	1	2	1	1	2	2			0				0	0.892201857764368
2010	386	812	2	2	1	1	2	2			0				0	0.991189037016504
1954		816										1	1	0		-1.77126290492012
1955		816										1	0	0		-1.59864121723731
1956		816									0	1	0	0		-1.50123859642825
1957		816									0	1	0	0		-1.45032016744697
1958		816									0	1	0	0		-1.4240148460003
1959		816									0	1	0	0		-1.41334781555637
1960		816									0	1	0	0		-1.40930144683042
1961		816									0	1	0	0		-1.40672942170672
1962		816									0	1	0	0		-1.40517417550717
1963		816									0	1	0	0		-1.40820241082102
1964		816									0	1	0	0		-1.41484736115767
1965		816									0	1	0	0		-1.42602007759789
1966		816									0	1	0	1		-1.44788854065979
1967		816									0	1	0	0		-1.42596601327029
1968		816									0	1	0	0		-1.41501470316995
1969		816									0	1	0	0		-1.41101092123977
1970		816									0	1	0	0		-1.40771356459417
1971		816									0	1	0	0		-1.40972825681902
1972		816									0	1	0	0		-1.41272803903827
1973		816									0	1	0	0		-1.42507186228442
1974		816									0	1	0	0		-1.44470916061254
1975		816									0	1	0	0		-1.49037067249015
1976		816					5				0	1	0	0		-1.57284891327584
1977		816					4				0	1	0	0		-1.55044145364612
1978		816					4				0	1	0	0		-1.56929282094402
1979		816					4	5			0	1	0	0		-1.6066004105315
1980		816					3	3			0	1	0	0		-1.38758440690616
1981	677	816	2	0	0	1	3	3			0	1	0	0		-1.28979872158398
1982	677	816	1	1	0	1	3	3			0	1	0	0		-1.28153155035242
1983	677	816	1	0	0	0	3	3			0	1	0			-1.32997101272961
1984	677	816	2	0	0	1	3	4			0	1	0			-1.34172819694461
1985	677	816	2	0	0	0	3	3	4		0	1	0			-1.31682016619332
1986	677	816	2	0	0	0	3	4	4		0	1	0			-1.33652931645067
1987	677	816	2	0	0	0	3	4	3		0	1	0			-1.20571195316613
1988	677	816	2	1	0	0	3	3	3		0		0			-0.932839711502665
1989	677	816	1	1	0	0	3	3	2		0				0	-0.771465798782168
1990	677	816	2	2	0	0	3	3	4		0				0	-0.522768507327483
1991	677	816	2	2	0	0	3	3	2		0				0	-0.268613273683716
1992	677	816	2	2	0	1	2	3	2		0				0	0.0434549339680184
1993	677	816	2	2	0	1	2	2	1		0				0	0.281703323084812
1994	677	816	2	1	0	1	2	3	2		0				0	0.252140638146339
1995	677	816	2	2	0	1	2	2	2	3	0				0	0.41157827071519
1996	677	816	2	2	0	1	2	2	2	3	0				0	0.445422307363832
1997	677	816	2	2	0	1	2	3		1	0				0	0.388828740536096
1998	677	816	2	2	0	0	2	2	2		0				0	0.455169484748247
1999	677	816	2	2	0	0	2	2	2		0				0	0.441758914323528
2000	677	816	2	1	0	1	2	3		1	0				0	0.238452780878654
2001	677	816	1	1	0	0	2	3		3	0				0	0.0344546426698633
2002	677	816	1	2	0	1	2	3		5	0				0	0.0307477110512634
