YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing	x.means
2009	299	255	2	2	2	2	1	1			0				0	2.6933104519125
2010	299	255	2	2	1	2	1	1			0				0	2.67216824749711
1955		260										0	0	0		0.795901714925064
1956		260									0	0	0	0		0.848862510280186
1957		260									0	0	0	0		0.897270476443497
1958		260									0	0	0	0		0.941697527455065
1959		260									0	0	0	0		0.983164550222041
1960		260									0	0	0	0		1.01782373907571
1961		260									0	0	0	0		1.05270858376656
1962		260									0	0	0	0		1.08313455089644
1963		260									0	0	0	0		1.11072598218173
1964		260									0	0	0	0		1.13906383996299
1965		260									0	0	0	0		1.16332053699994
1966		260									0	0	0	0		1.18440774204335
1967		260									0	0	0	0		1.20088132037099
1968		260									0	0	0	0		1.21975076312142
1969		260									0	0	0	0		1.23537633991842
1970		260									0	0	0	0		1.25020297253114
1971		260									0	0	0	0		1.25624802996955
1972		260									0	0	0	0		1.26673887933175
1973		260									0	0	0	0		1.27571382579227
1974		260									0	0	0	0		1.28298679168994
1975		260									0	0	0	0		1.28848186630203
1976		260					1	1			0	0	0	0		1.29718108470164
1977		260					2	1			0	0	0	0		1.26312240379599
1978		260					1	1			0	0	0	0		1.33997772120612
1979		260					1	1			0	0	0	0		1.32329942771511
1980		260					2	1			0	0	0	0		1.22146780285096
1981	299	260	2	2	2	2	2	1			0	0	0	0		1.1812259342947
1982	299	260	2	2	1	2	2	1			0	0	0	0		1.13675701708049
1983	299	260	2	2	2	2	2	1			0	0	0			1.17986691129113
1984	299	260	2	2	2	1	2	1			0	0	0			1.18309749238616
1985	299	260	2	2	1	2	2	1	1		0	0	0			1.23552203595949
1986	299	260	2	2	2	2	2	1	1		0	0	0			1.30703576010422
1987	299	260	2	2	2	2	2	1	2		0	0	0			1.31720784686468
1988	299	260	2	2	1	1	2	1	1		0		0			1.31638198448246
1989	299	260	2	2	2	1	1	1	1		0				0	1.45338861492534
1990		260									0				0	1.4518083138347
1954		265										0	0	0		-0.118198875073844
1955		265										0	0	1		-0.147338741038836
1956		265									0	0	0	0		-0.133563526893214
1957		265									0	0	0	0		-0.136934505062271
1958		265									0	0	0	0		-0.163618410699691
1959		265									0	0	0	0		-0.21759415824014
1960		265									0	0	0	0		-0.289226382904094
1961		265									0	0	0	0		-0.390770895761534
1962		265									0	1	0	0		-0.537166720501922
1963		265									0	0	0	0		-0.410969699139245
1964		265									0	0	0	0		-0.32503559160666
1965		265									0	0	0	0		-0.271294866501254
1966		265									0	0	0	1		-0.248067642666329
1967		265									0	0	0	0		-0.186432757746023
1968		265									0	0	0	0		-0.136027339225777
1969		265									0	0	0	0		-0.113206541645953
1970		265									0	0	0	0		-0.102781021063461
1971		265									0	0	0	0		-0.118349767549464
1972		265									0	0	0	0		-0.150811223615912
1973		265									0	0	0	0		-0.204871198315112
1974		265									0	0	0	0		-0.287026740323687
1975		265									0	0	0	0		-0.396714630946252
1976		265					4				0	0	0	0		-0.540168951718145
1977		265					3				0	0	0	0		-0.56441175962466
1978		265					3				0	0	0	0		-0.63287442061687
1979		265					3	4			0	0	0	0		-0.75920048661311
1980		265					2	3			0	0	0	0		-0.671106316620377
1981		265					3	3			0	0	0	0		-0.723551380659593
1982		265					3	3			0	0	0	0		-0.721588522704639
1983		265					3	3			0	0	0			-0.678265016663234
1984		265					3	3			0	0	0			-0.607503281425178
1985		265					3	2			0	0	0			-0.467460978256521
1986		265						3			0	0	0			-0.443767623916729
1987		265					3	3			0	0	0			-0.317867294440319
1988		265					3	2			0		0			-0.019228634552159
1989		265					2	2			0				0	0.327887186903674
1990		265					1	1			0				0	0.667519495104066
1949		290										1	0	1		-1.16269608557922
1950		290										1	0	0		-1.07601593429766
1951		290										0	0	1		-0.856866996895826
1952		290										0	0	0		-0.68765731430029
1953		290										0	0	1		-0.592028195669836
1954		290										0	0	0		-0.492881765194739
1955		290										0	0	1		-0.448973246462493
1956		290									0	0	0	1		-0.380440388329082
1957		290									0	0	0	0		-0.280423861081485
1958		290									0	0	0	0		-0.208459407543696
1959		290									0	0	0	0		-0.155765740526867
1960		290									0	0	0	0		-0.125618404178187
1961		290									0	0	0	0		-0.120782572644335
1962		290									0	0	0	1		-0.129288926563607
1963		290									0	0	0	0		-0.0892073904675366
1964		290									0	0	0	0		-0.0672346719813796
1965		290									0	0	0	1		-0.063746632359141
1966		290									0	0	0	0		-0.0110806809355069
1967		290									0	0	0	0		0.0283902286526511
1968		290									0	0	0	0		0.0523311552791404
1969		290									0	0	0	0		0.0631668730738901
1970		290									0	0	0	0		0.0605586283671612
1971		290									0	0	0	0		0.0525305138562353
1972		290									0	0	0	0		0.0257522525146113
1973		290									0	0	0	0		-0.0190947738665442
1974		290									0	0	0	0		-0.0686025923923356
1975		290									0	0	0	0		-0.133238917476892
1976		290					3				0	0	0	0		-0.220369502830915
1977		290					3				0	0	0	0		-0.240500568729019
1978		290					2				0	0	0	0		-0.211018625303675
1979		290					3	2			0	0	0	0		-0.350743194682713
1980		290					3	3			0	0	0	0		-0.487637618492037
1981	518	290	2	2	0	2	3	2			0	0	0	0		-0.456480833952041
1982	518	290	1	1	1	1	3	3			0	0	0	0		-0.66656125938339
1983	518	290	2	1	0	1	3	3			0	0	0			-0.693247882604855
1984	518	290	2	1	0	1	3	3			0	0	0			-0.690433407266299
1985	518	290	2	1	0	0	3	3	3		0	0	0			-0.715806549718681
1986	518	290	2	2	0	0	3	3	3		0	0	0			-0.633769252803805
1987	518	290	2	1	1	0	3	3	4		0	0	0			-0.50561493007575
1988	518	290	1	1	1	1	2	2	3		0		0			-0.178077763457699
1989	518	290	2	1	1	1	2	2	2		0				0	0.128431981704094
1990	518	290	2	2	2	0	2	2	2		0				0	0.38858306316319
1991	518	290	2	2	2	0	2	2	2		0				0	0.579947882013117
1992	518	290	2	2	1	1	1	2	2		0				0	0.880809447900417
1993	518	290	2	2	2	1	1	1	2		0				0	1.26766660261697
1994	518	290	2	2	2	2	1	1	2		0				0	1.54449627805247
1995	518	290	2	2	2	1	1	1		3	0				0	1.60631160314528
1996	518	290	2	2	2	1		1	2	1	0				0	1.62771225773775
1997	518	290	2	2	2	2		1	2	1	0				0	1.65646297851188
1998	518	290	2	2	2	1		2	2	1	0				0	1.50838051332644
1999	518	290	2	2	2	2	1	2	2	1	0				0	1.55565982581099
2000	518	290	2	2	2	0	2	1		6	0				0	1.50605465935362
2001	518	290	2	2	2	1	2	1		1	0				0	1.63723437525368
2002	518	290	2	2	2	2		2		1	0				0	1.71979615532274
2003	518	290	2	2	2	1	1	1		3	0				0	1.77900033249069
2004	518	290	2	1	2	1	2	2			0				0	1.58364281322042
2005	518	290	2	2	2	1	1	2		1	0				0	1.67330547287137
2006	518	290	2	2	2	1	2	1			0				0	1.70507607551191
2007	518	290	2	2	2	1	2	2			0				0	1.64225474846114
2008	518	290	2	2	2	1	1	2			0				0	1.67006774947025
2009	518	290	2	2	1	1	1	2			0				0	1.62408773399872
2010	518	290	2	2	2	1	1	2			0				0	1.65217624417117
1955		305										0	0	0		1.01687627260815
1956		305									0	0	0	0		1.08613090815567
1957		305									0	0	0	0		1.14925839161713
1958		305									0	0	0	0		1.20937321169421
1959		305									0	0	0	0		1.27424098213995
1960		305									0	0	0	0		1.33281105031202
1961		305									0	0	0	0		1.38929081663526
1962		305									0	0	0	0		1.43842672178445
1963		305									0	0	0	0		1.48784861261727
1964		305									0	0	0	0		1.53717904848286
1965		305									0	0	0	0		1.57666082744724
1966		305									0	0	0	0		1.62379988651652
1967		305									0	0	0	0		1.6617614905668
1968		305									0	0	0	0		1.69933023961337
1969		305									0	0	0	0		1.73975468437173
1970		305									0	0	0	0		1.77285662747696
1971		305									0	0	0	0		1.81349430684205
1972		305									0	0	0	0		1.85703919292572
1973		305									0	0	0	0		1.88988445197755
1974		305									0	0	0	0		1.93017486823635
1975		305									0	0	0	0		1.96673764292421
1976		305						1			0	0	0	0		2.00259904987338
1977		305						1			0	0	0	0		2.03036870440973
1978		305						1			0	0	0	0		2.06236800589526
1979		305						1			0	0	0	0		2.0926739851152
1980		305						1			0	0	0	0		2.11604133776663
1981	128	305	2	2	2	2		1			0	0	0	0		2.14194424077839
1982	128	305	2	2	2	2		1			0	0	0	0		2.14740037175116
1983	128	305	2	2	2	2		1			0	0	0			2.13145107631947
1984	128	305	2	2	2	2		1			0	0	0			2.08878844918883
1985	128	305	2	2	2	2		1	1		0	0	0			2.02709122487852
1986	128	305	2	2	2	2	1	1	1		0	0	0			1.91518551519918
1987	128	305	2	2	2	2	2	1	2		0	0	0			1.7027390313123
1988	128	305	2	2	1	1	1	1	1		0		0			1.63950297208511
1989	128	305	2	2	2	1	1	1	1		0				0	1.62799038573168
1990	128	305	2	2	2	1	1	1	2		0				0	1.54887664267025
1991	128	305	2	2	2	1	1	1	2		0				0	1.50540941676545
1992	128	305	2	2	2	1	1	1	2		0				0	1.51885284977
1993	128	305	2	2	2	1	1	1	2		0				0	1.58584702649041
1994	128	305	2	2	2	1	1	1	2		0				0	1.68383140377655
1995	128	305	2	2	2	1	1	1	2	1	0				0	1.77240907411536
1996	128	305	2	2	2	2	1	1	2	4	0				0	1.85252533821251
1997	128	305	2	2	2	2	1	1	2	1	0				0	1.9112405331857
1998	128	305	2	2	2	0		1	2	1	0				0	1.81709227710676
1999	128	305	2	2	2	1	1	1	2	1	0				0	1.80297695109862
2000	128	305	2	1	2	0	1	1		4	0				0	1.66268142733017
2001	128	305	2	2	2	1	1	1		3	0				0	1.68250957189604
2002	128	305	2	2	2	1	2	2		1	0				0	1.51438969194818
2003	128	305	2	1	2	1	2	2		1	0				0	1.41109639795273
2004	128	305	2	2	2	1	2	2		1	0				0	1.48743903047061
2005	128	305	2	2	2	1	2	1		1	0				0	1.59751401491093
2006	128	305	2	2	2	1	2	2			0				0	1.52735873187511
2007	128	305	2	2	2	1	2	2			0				0	1.54809016742466
2008	128	305	2	2	2	1	1	2			0				0	1.59915635627292
2009	128	305	2	1	2	2	2	2			0				0	1.54114518374138
2010	128	305	2	2	2	1	2	1			0				0	1.6538219302603
1949		310										0	0	1		-0.465393092615102
1950		310										0	0	1		-0.480062084678346
1951		310										0	0	0		-0.478767148597446
1952		310										0	0	0		-0.528166399139298
1953		310										0	0	1		-0.630469537750799
1954		310										0	0	0		-0.735947471733981
1955		310										0	0	1		-0.933848978154501
1956		310									0	1	0	1		-1.21329404511408
1957		310									0	1	0	1		-1.33926523987583
1958		310									0	1	0	1		-1.36919717982739
1959		310									0	1	0	1		-1.32147535778581
1960		310									0	1	0	1		-1.16698401327081
1961		310									0	0	0	0		-0.845118564609006
1962		310									0	0	0	1		-0.646011405133585
1963		310									0	0	0	0		-0.452638852849668
1964		310									0	0	0	0		-0.302796071785734
1965		310									0	0	0	0		-0.186292214083107
1966		310									0	0	0	0		-0.0955881382551022
1967		310									0	0	0	0		-0.0264071844060823
1968		310									0	0	0	0		0.033147019279445
1969		310									0	0	0	0		0.0778646658008611
1970		310									0	0	0	0		0.112203404843123
1971		310									0	0	0	0		0.135878891315556
1972		310									0	0	0	0		0.149266446595135
1973		310									0	0	0	0		0.152328232998267
1974		310									0	0	0	0		0.141792253746136
1975		310									0	0	0	0		0.128281796314933
1976		310					3				0	0	0	0		0.104933026097876
1977		310					2				0	0	0	0		0.211629678910985
1978		310					2				0	0	0	0		0.259093397139569
1979		310					2	2			0	0	0	0		0.227747309702589
1980		310					2	2			0	0	0	0		0.238127880208691
1981	329	310	2	2	1	2	2	2			0	0	0	0		0.272910715297293
1982	329	310	2	2	1	1	2	2			0	0	0	0		0.270211425987696
1983	329	310	2	2	1	1	2	2			0	0	0			0.316091354615049
1984	329	310	2	2	1	2	2	2			0	0	0			0.445849153694849
1985	329	310	2	2	0	2	2	2	1		0	0	0			0.547759850667904
1986	329	310	2	2	1	2	2	2	2		0	0	0			0.630192487375245
1987	329	310	2	2	1	1	2	2	1		0	0	0			0.780754881428947
1988	329	310	2	2	1	2	2	2	1		0		0			1.03293756746224
1989	329	310	2	2	2	2	1	1	1		0				0	1.45161046711305
1990	329	310	2	2	2	2		1	1		0				0	1.59496166542281
1991	329	310	2	2	2	2		1	1		0				0	1.59293413242869
1992	329	310	2	2	2	2	2	1	2		0				0	1.44817573629714
1993	329	310	2	2	2	1	2	1	2		0				0	1.40257173110615
1994	329	310	2	2	2	2	1	1	2		0				0	1.53876795683465
1995	329	310	2	2	2	2	1	2	2	6	0				0	1.46022911827623
1996	329	310	2	2	2	1	1	1	2	3	0				0	1.49180099017429
1997	329	310	2	2	2	1	1	1	2		0				0	1.48989421533
1998	329	310	2	2	2	2	2	2	2	4	0				0	1.31103660745061
1999	329	310	2	2	2	1	2	2	2		0				0	1.2231722997545
2000	329	310	2	2	2	2	2	2		3	0				0	1.20178150494021
2001	329	310	2	2	2	1	2	2			0				0	1.16959725581952
2002	329	310	2	2	2	1	2	2		4	0				0	1.18306780176989
2003	329	310	2	2	2	1	2	2		4	0				0	1.19844580038009
2004	329	310	2	1	2	1	2	2		4	0				0	1.18585889303477
2005	329	310	2	2	2	1	2	2		1	0				0	1.30175934090395
2006	329	310	2	2	2	1	2	2			0				0	1.36876054623552
2007	329	310	2	2	2	0	2	2			0				0	1.42537268799491
2008	329	310	2	2	2	1	1	2			0				0	1.57102912166196
2009	329	310	2	2	2	1	1	2			0				0	1.59143375221137
2010	329	310	2	2	2	0	1	2			0				0	1.55385575692006
1949		315										1	0	1		-1.47331473006292
1950		315										1	0	1		-1.52310588452872
1951		315										1	0	1		-1.54043873057218
1952		315										1	0	1		-1.52850863922762
1953		315										1	0	0		-1.48347393762272
1954		315										1	0	0		-1.46084937750003
1955		315										1	0	0		-1.44472878446896
1956		315									0	1	0	0		-1.42001323068014
1957		315									0	1	0	0		-1.4083123875996
1958		315									0	1	0	0		-1.40276060238977
1959		315									0	1	0	0		-1.40166894171092
1960		315									0	1	0	0		-1.39454430531279
1961		315									0	1	0	0		-1.39739603505443
1962		315									0	1	0	0		-1.39462101153996
1963		315									0	1	0	0		-1.38733314028558
1964		315									0	1	0	0		-1.37552246881291
1965		315									0	1	0	0		-1.34929561585599
1966		315									0	1	0	0		-1.30656433377913
1967		315									0	1	0	0		-1.22266730457005
1968		315									0	1	0	0		-1.06609411243347
1969		315									0	0	0	0		-0.775340837390859
1970		315									0	0	0	0		-0.589025127069405
1971		315									0	0	0	0		-0.466597099303631
1972		315									0	0	0	0		-0.389396362434263
1973		315									0	0	0	0		-0.346046443689281
1974		315									0	0	0	0		-0.33426213088041
1975		315									0	0	0	0		-0.354415423035552
1976		315					3				0	0	0	0		-0.40934345597301
1977		315					3				0	0	0	0		-0.452369476077507
1978		315					3				0	0	0	0		-0.498988878975665
1979		315					2	3			0	0	0	0		-0.573008970452997
1980		315					3	3			0	0	0	0		-0.675442214266422
1981	242	315	2	1	0	0	3	3			0	0	0	0		-0.724951450006044
1982	242	315	2	2	0	1	3	3			0	0	0	0		-0.588550659928288
1983	242	315	2	2	0	1	3	2			0	0	0			-0.400564803976887
1984	242	315	2	1	0	2	2	3			0	0	0			-0.350931340903934
1985	242	315	2	2	1	1	2	3	3		0	0	0			-0.3182933641428
1986	242	315	2	1	1	1	3	3	3		0	0	0			-0.37618747531817
1987	242	315	2	1	1	2	3	3	2		0	0	0			-0.190577539798334
1988	242	315	2	2	0	1	2	3	2		0		0			0.0375699231559438
1989	242	315	2	2	1	1	3	3	2		0				0	0.370845900814105
1990	242	315	2	2	2	2	1	1	1		0				0	1.10211175343062
1991	242	315	2	2	2	2		1	1		0				0	1.41890022019997
1992	242	315	2	2	2	2			1		0				0	1.55341014073082
1992		316					2	1			0				0	1.29479490011291
1993	239	316	2	2	2	2		1	1		0				0	1.47367474060616
1994	239	316	2	1	2	1		1	1		0				0	1.41714802178361
1995	239	316	2	1	1	1	2	1	2	1	0				0	1.36057402179075
1996	239	316	2	2	2	2		1	2	1	0				0	1.60672190204206
1997	239	316	2	2	2	2		1	2	1	0				0	1.71037863822318
1998	239	316	2	2	2	1	2	1	2	1	0				0	1.6491437323198
1999	239	316	2	2	2	2	2	1	4	1	0				0	1.64334833737971
2000	239	316	2	2	2	1	2	1		1	0				0	1.63929692657636
2001	239	316	2	2	2	2	2	2		1	0				0	1.64920367435374
2002	239	316	2	2	2	2	2	1		1	0				0	1.78787484270723
2003	239	316	2	2	2	1	2	1		3	0				0	1.67938201337577
2004	239	316	2	1	2	1	2	2		3	0				0	1.48913268695592
2005	239	316	2	2	2	1	2	2		3	0				0	1.56851978621754
2006	239	316	2	2	2	1	2	1			0				0	1.81531073909512
2007	239	316	2	2	2	1	2	1			0				0	2.03096827983849
2008	239	316	2	2	2	1	1	1			0				0	2.25252635563901
2009	239	316	2	2	2	1	1	1			0				0	2.38564806862083
2010	239	316	2	2	2	2	1	1			0				0	2.51351736348241
1992		317						1			0				0	1.41775014758871
1993	575	317	2	1	2	1		1	1		0				0	1.46637184481993
1994	575	317	2	2	2	2		1	1		0				0	1.60237698589058
1995	575	317	2	2	2	1		1	3		0				0	1.47662888034988
1996	575	317	2	1	2	1		1	2		0				0	1.4266587834992
1997	575	317	2	2	2	1		1	2		0				0	1.52686356681596
1998	575	317	2	2	2	1	1	1	2		0				0	1.56127699381301
1999	575	317	2	2	2	1	2	2	2		0				0	1.39805613350526
2000	575	317	2	2	2	0	2	1			0				0	1.42588007604655
2001	575	317	2	2	2	1	2	1			0				0	1.52798065265489
2002	575	317	2	2	2	1	2	2			0				0	1.57215447487719
2003	575	317	2	2	2	0	1	1			0				0	1.73408983856603
2004	575	317	2	2	2	1	2	2			0				0	1.71501875679452
2005	575	317	2	2	2	2	1	1			0				0	1.8773837121812
2006	575	317	2	2	2	1	2	2			0				0	1.67231821931745
2007	575	317	2	2	2	1	2	2			0				0	1.64663701257809
2008	575	317	2	2	2	1	1	2			0				0	1.69850223957007
2009	575	317	2	2	2	1	1	2			0				0	1.70018316176517
2010	575	317	2	2	2	1	1	2			0				0	1.69916135722698
1949		325										0	0	0		0.80268849703233
1950		325										0	0	0		0.854406740332484
1951		325										0	0	0		0.904075687207878
1952		325										0	0	0		0.945930163521927
1953		325										0	0	0		0.987125790268503
1954		325										0	0	0		1.01653917880293
1955		325										0	0	0		1.04427296151238
1956		325									0	0	0	0		1.07081324833669
1957		325									0	0	0	0		1.096029128246
1958		325									0	0	0	0		1.11975132944155
1959		325									0	0	0	0		1.1396353582263
1960		325									0	0	0	0		1.16079362622584
1961		325									0	0	0	0		1.17929789250054
1962		325									0	0	0	0		1.19956139792156
1963		325									0	0	0	0		1.210986008308
1964		325									0	0	0	0		1.22547976585715
1965		325									0	0	0	0		1.23641253615816
1966		325									0	0	0	0		1.24249595141429
1967		325									0	0	0	0		1.24904484970955
1968		325									0	0	0	0		1.24629339110421
1969		325									0	0	0	0		1.24668602302563
1970		325									0	0	0	0		1.24888573831255
1971		325									0	0	0	0		1.23893756451254
1972		325									0	0	0	0		1.23129929364029
1973		325									0	0	0	0		1.21732642531843
1974		325									0	0	0	0		1.20827768060163
1975		325									0	0	0	0		1.19617681141022
1976		325					1	1			0	0	0	0		1.18880732254474
1977		325					2	1			0	0	0	0		1.11816655019615
1978		325					1	1			0	0	0	0		1.12426362952781
1979		325					2	1			0	0	0	0		1.01243635171296
1980		325					2	1			0	0	0	0		0.95366430233205
1981	353	325	2	2	1	2	2	1			0	0	0	0		0.887685594058382
1982	353	325	2	2	2	1	2	1			0	0	0	0		0.824990874020789
1983	353	325	2	2	2	1	2	3			0	0	0			0.731166422492976
1984	353	325	2	2	2	2	2	1			0	0	0			0.95313438735049
1985	353	325	2	2	2	1	2	1	1		0	0	0			0.9987001286662
1986	353	325	2	2	2	2	2	1	2		0	0	0			0.967569981224503
1987	353	325	2	2	1	1	2	2	3		0	0	0			0.821374048521497
1988	353	325	2	2	2	2	3	1	1		0		0			0.983064805092143
1989	353	325	2	2	1	1	2	1	1		0				0	1.04334773898191
1990	353	325	2	2	2	1	2	1	1		0				0	1.08402482443221
1991	353	325	2	2	2	1	2	1	1		0				0	1.05789858683126
1992	353	325	2	2	2	1	2	1	2		0				0	0.971155287286239
1993	353	325	2	2	2	1		2	2		0				0	0.840244364693071
1994	353	325	2	2	2	0	2	2	3		0				0	0.743155071571199
1995	353	325	2	2	2	0	2	2	2	4	0				0	0.819476197897928
1996	353	325	2	2	2	1	1	2	2	4	0				0	1.0303616337195
1997	353	325	2	2	2	1		1	2	4	0				0	1.26274612767301
1998	353	325	2	2	2	2	2	1	2		0				0	1.34615516001004
1999	353	325	2	1	1	1	2	1	3	4	0				0	1.19511403007953
2000	353	325	2	2	2	1	2	1		5	0				0	1.25594979093265
2001	353	325	2	2	2	1	2	2		5	0				0	1.22022684639251
2002	353	325	2	2	2	1	2	2		3	0				0	1.29583051287177
2003	353	325	2	2	2	0	2	1		5	0				0	1.39432991547021
2004	353	325	2	1	2	1	2	1		6	0				0	1.42462062215335
2005	353	325	2	2	2	1	2	2		6	0				0	1.42077559045197
2006	353	325	2	2	1	1	1	1			0				0	1.52685299767445
2007	353	325	2	1	2	1	2	2			0				0	1.33714311121488
2008	353	325	2	2	2	1	2	2			0				0	1.23421138335583
2009	353	325	2	1	2	0	3	2			0				0	1.03742363821736
2010	353	325	2	2	2	1	2	2			0				0	1.14993894790219
1992		331									0				0	2.06796220312363
1993		331									0				0	2.21639482658482
1994		331									0				0	2.36341176802064
1995		331									0				0	2.50634382129516
1996		331									0				0	2.65752668730675
1997		331									0				0	2.80149137057613
1998		331									0				0	2.94957233322051
1999		331									0				0	3.09387512248825
2000		331									0				0	3.23693310842349
2001	548	331	2	2	2	2					0				0	3.38724442807267
2002		331									0				0	3.5151355864077
2003	548	331	2	2	2	2					0				0	3.6407307066825
2004	548	331	2	2	2	2					0				0	3.74451626983665
2005	548	331	2	2	2	2					0				0	3.83263289277272
2006	548	331	2	2	2	2					0				0	3.90857471318513
2007	548	331	2	2	2	2					0				0	3.96859086608079
2008	548	331	2	2	2	2					0				0	4.01066051739301
2009	548	331	2	2	2	2					0				0	4.0404114793784
2010	548	331	2	2	2	2					0				0	4.05134902342051
1964		338									0	0	0	0		0.957813573984876
1965		338									0	0	0	0		1.02010700459984
1966		338									0	0	0	0		1.08004513217038
1967		338									0	0	0	0		1.13592787007373
1968		338									0	0	0	0		1.19054144073147
1969		338									0	0	0	0		1.24526751180543
1970		338									0	0	0	0		1.29788909147786
1971		338									0	0	0	0		1.35617911601963
1972		338									0	0	0	0		1.4026190664415
1973		338									0	0	0	0		1.45028866612373
1974		338									0	0	0	0		1.4981922570461
1975		338									0	0	0	0		1.54634387504457
1976		338						1			0	0	0	0		1.58780740206993
1977		338									0	0	0	0		1.62266501259994
1978		338						1			0	0	0	0		1.65911484294586
1979		338						1			0	0	0	0		1.68731925684551
1980		338						1			0	0	0	0		1.7068305512876
1981		338						1			0	0	0	0		1.71437353299954
1982		338						1			0	0	0	0		1.71727905523426
1983		338						1			0	0	0			1.70860742004762
1984		338						1			0	0	0			1.6956772099308
1985		338					1	2			0	0	0			1.66661781936793
1986		338					1	1			0	0	0			1.86105795779458
1987		338					1	1			0	0	0			1.99573039792277
1988		338						1			0		0			2.07539201324678
1989		338						1			0				0	2.14199649503443
1990		338						1			0				0	2.20753878253097
1991		338						1			0				0	2.26736121393727
1992		338						1			0				0	2.32454895750892
1993		338						1			0				0	2.3760338001107
1994		338						1			0				0	2.42913001430809
1995		338						1			0				0	2.47272948225329
1996		338						1			0				0	2.51372921500088
1997		338						1			0				0	2.55277387409422
1998		338						1			0				0	2.58708707335989
1999		338						1			0				0	2.62010418043197
2000		338						1			0				0	2.65303008673532
2001	431	338	2	2	2	2		1			0				0	2.67729824328818
2002		338						1			0				0	2.65156171569052
2003	431	338	2	2	2	2	1	1			0				0	2.6052067010499
2004	431	338	2	2	2	2	2	1			0				0	2.44076724890182
2005	431	338	2	2	2	2	2	1			0				0	2.34013106571812
2006	431	338	2	2	2	2	2	1			0				0	2.28460786103211
2007	431	338	2	2	2	2	2	1			0				0	2.27200851813845
2008	431	338	2	2	2	1	2	1			0				0	2.23350160916669
2009	431	338	2	2	1	2	1	1			0				0	2.32480576018962
2010	431	338	2	2	1	2	1	1			0				0	2.36948894717292
1949		339										1	0	1		-1.44150270017538
1950		339										1	0	0		-1.47885944673432
1951		339										1	0	1		-1.53336367988798
1952		339										1	0	1		-1.55525951685764
1953		339										1	0	1		-1.55802416128962
1954		339										1	0	1		-1.54571178272739
1955		339										1	0	0		-1.50143766917879
1956		339									0	1	0	1		-1.49136073008718
1957		339									0	1	0	0		-1.44915181802438
1958		339									0	1	0	0		-1.42973026079333
1959		339									0	1	0	0		-1.42230027341098
1960		339									0	1	0	0		-1.42774310562229
1961		339									0	1	0	1		-1.4489723076179
1962		339									0	1	0	0		-1.42601593350787
1963		339									0	1	0	0		-1.41256293091779
1964		339									0	1	0	0		-1.40790829007995
1965		339									0	1	0	0		-1.40211506345684
1966		339									0	1	0	0		-1.40095798887963
1967		339									0	1	0	0		-1.40117679732556
1968		339									0	1	0	0		-1.40171269831416
1969		339									0	1	0	0		-1.40370109450073
1970		339									0	1	0	0		-1.40181601917849
1971		339									0	1	0	0		-1.40346671894666
1972		339									0	1	0	0		-1.40365696415083
1973		339									0	1	0	1		-1.40478233589689
1974		339									0	1	0	0		-1.33852945441624
1975		339									0	1	0	0		-1.24046559369847
1976		339					1				0	1	0	0		-1.07339402824071
1977		339					3				0	1	0	0		-1.00267165343748
1978		339					3				0	0	0	0		-0.837579019378275
1979		339					3				0	0	0	0		-0.808447015521452
1980		339					3	3			0	0	0	0		-0.875303247780305
1981	104	339	1	0	0	0	3	3			0	0	0	0		-1.02125276947183
1982	104	339	2	0	0	0	3	3			0	0	0	0		-1.01324673413732
1983	104	339	2	0	0	0	3	3			0	0	0			-0.981266545924439
1984	104	339	1	0	0	0	3	3			0	0	0			-0.967486319370491
1985	104	339	2		0	0	3	3	3		0	0	0			-0.838259190718605
1986	104	339	2		0	0	3	3	3		0	0	0			-0.754920878685781
1987	104	339	2		0	1	3	3	3		0	0	0			-0.633765689270929
1988	104	339	2		0	0	3	3	2		0		0			-0.607295633347801
1989	104	339	2		0	0	3	3	2		0				0	-0.544478252802782
1990	104	339	2	1	0	0	3	3	3		0				0	-0.382137425234735
1991	104	339	2	1	0	1	3	2	2		0				0	-0.0352417230251949
1992	104	339	2	2	1	1	2	2	1		0				0	0.318716302078286
1993	104	339	2	2	1	1	2	2	2		0				0	0.411017241586618
1994	104	339	2	2	2	1	3	2	2		0				0	0.354251426855267
1995	104	339	2	0	1	1	3	2	2	4	0				0	0.128473157629223
1996	104	339	2	1	1	0	3	2	2	4	0				0	-0.0313341653589942
1997	104	339	2	1	1	0	4	4	2	4	0				0	-0.19084345863349
1998	104	339	2	1	1	1	3	2	3	3	0				0	0.0257812656145324
1999	104	339	2	1	2	0	3	3	3	1	0				0	0.0532812225572305
2000	104	339	2	1	0	0	3	2		5	0				0	0.148392475987967
2001	104	339	2	2	2	0	3	2		5	0				0	0.296989800704459
2002	104	339	2	2	2	0	3	3		5	0				0	0.318514337045023
2003	104	339	2	1	2	0	2	2		6	0				0	0.528957149183718
2004	104	339	2	1	2	1	3	2		4	0				0	0.631344445817372
2005	104	339	2	2	2	1	2	3		6	0				0	0.758014714944435
2006	104	339	2	2	2	0	3	2			0				0	0.899095331601145
2007	104	339	2	2	2	1	2	3			0				0	1.0391452949725
2008	104	339	2	2	2	1	2	2			0				0	1.20945324184832
2009	104	339	2	2	2	1	2	2			0				0	1.27620064784902
2010	104	339	2	2	2	1	2	2			0				0	1.29659993305702
2006	458	341	2	2	2	0					0				0	1.18170282065364
