YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing
1984	611	225	2	2	2	2	2	1			0	0	0		
1985	611	225	2	2	2	2	2	1	1		0	0	0		
1986	611	225	2	2	2	2	2	1	1		0	0	0		
1987	611	225	2	2	2	2	2	1	1		0	0	0		
1988	611	225	2	2	2	2	2	1	1		0		0		
1989	611	225	2	2	2	2	2	1	1		0				0
1990	611	225	2	2	2	2	2	1	1		0				0
1991	611	225	2	2	2	2	2	1	1		0				0
1992	611	225	2	2	2	2	2	1	1		0				0
1993	611	225	2	2	2	1	2	1	1		0				0
1994	611	225	2	2	2	1	2	1	2		0				0
1995	611	225	2	2	2	1	1	1	1	1	0				0
1996	611	225	2	2	2	2		1	1	3	0				0
1997	611	225	2	2	2	1	1	1	3	4	0				0
1998	611	225	2	2	2	2	1	1	4	3	0				0
1999	611	225	2	2	2	2	1	1	2	3	0				0
2000	611	225	2	2	1	2	1	1		4	0				0
2001	611	225	2	2	2	2	1	1		4	0				0
2002	611	225	2	2	2	2	2	2		4	0				0
2003	611	225	2	2	2	1	2	2		4	0				0
2004	611	225	2	2	2	1	2	2		3	0				0
2005	611	225	2	2	2	1	2	1		1	0				0
2006	611	225	2	2	2	1	1	2			0				0
2007	611	225	2	2	2	1	2	2			0				0
2008	611	225	2	2	2	1	2	2			0				0
2009	611	225	2	2	2	1	2	1			0				0
2010	611	225	2	2	2	1	1	1			0				0
1949		230										0	0	1	
1950		230										0	0	0	
1951		230										0	0	0	
1952		230										0	0	1	
1953		230										0	0	0	
1954		230										0	0	0	
1955		230										0	0	0	
1956		230									0	0	0	0	
1957		230									0	0	0	0	
1958		230									0	0	0	0	
1959		230									0	0	0	0	
1960		230									0	0	0	1	
1961		230									0	0	0	0	
1962		230									0	0	0	0	
1963		230									0	0	0	1	
1964		230									0	0	0	0	
1965		230									0	0	0	0	
1966		230									0	0	0	0	
1967		230									0	0	0	0	
1968		230									0	0	0	0	
1969		230									0	0	0	0	
1970		230									0	0	0	0	
1971		230									0	0	0	0	
1972		230									0	0	0	0	
1973		230									0	0	0	0	
1974		230									0	0	0	1	
1975		230									0	0	0	1	
1976		230					3	2			0	0	0	0	
1977		230					2	1			0	0	0	0	
1978		230					2	1			0	0	0	0	
1979		230					2	1			0	0	0	0	
1980		230					3	2			0	0	0	0	
1981	593	230	2	2	1	1	2	1			0	0	0	0	
1982	593	230	2	2	2	0	2	2			0	0	0	0	
1983	593	230	2	2	2	0	2	2			0	0	0		
1984	593	230	2	2	1	0	2	1			0	0	0		
1985	593	230	2	2	2	0	2	2	3		0	0	0		
1986	593	230	2	2	2	1	2	2	3		0	0	0		
1987	593	230	2	1	1	1	2	1	3		0	0	0		
1988	593	230	2	2	2	2	2	1	2		0		0		
1989	593	230	2	2	2	1	2	1	1		0				0
1990	593	230	1	2	2	1	2	1	1		0				0
1991	593	230	2	2	2	2	1	1	1		0				0
1992	593	230	2	2	2	0	2	1	2		0				0
1993	593	230	2	2	2	1	1	2	2		0				0
1994	593	230	2	2	2	0	2	2	3		0				0
1995	593	230	2	2	1	1	2	2	4	1	0				0
1996	593	230	1	2	2	0		2	3	6	0				0
1997	593	230	2	2	1	1	2	2	3	6	0				0
1998	593	230	2	2	2	2	2	2	3	6	0				0
1999	593	230	2	2	2	1	1	2	3	3	0				0
2000	593	230	2	2	1	1	2	1		4	0				0
2001	593	230	2	2	2	1	2	2		5	0				0
2002	593	230	2	2	2	1	3	3		5	0				0
2003	593	230	2	1	2	0	3	2		1	0				0
2004	593	230	2	2	2	1	3	2		6	0				0
2005	593	230	2	1	2	1	2	2		6	0				0
2006	593	230	2	2	1	0	2	2			0				0
2007	593	230	2	2	1	0	3	2			0				0
2008	593	230	2	2	2	0	3	2			0				0
2009	593	230	2	2	2	0	3	1			0				0
2010	593	230	2	2	2	1	2	1			0				0
1993		232									0				0
1994		232									0				0
1995		232									0				0
1996		232									0				0
1997		232									0				0
1998		232									0				0
1999		232									0				0
2000		232									0				0
2001	110	232	2	2	2	2					0				0
2002		232									0				0
2003	110	232	2	2	2	2					0				0
2004	110	232	2	2	2	2					0				0
2005	110	232	2	2	2	2					0				0
2006	110	232	2	2	2	2					0				0
2007	110	232	2	2	2	2					0				0
2008	110	232	2	2	2	2					0				0
2009	110	232	2	2	2	2					0				0
2010	110	232	2	2	2	2					0				0
1949		235										1	0	0	
1950		235										1	0	0	
1951		235										1	0	0	
1952		235										1	0	0	
1953		235										1	0	0	
1954		235										1	0	0	
1955		235										1	0	0	
1956		235									0	1	0	0	
1957		235									0	1	0	0	
1958		235									0	1	0	0	
1959		235									0	1	0	0	
1960		235									0	1	0	0	
1961		235									0	1	0	0	
1962		235									0	1	0	0	
1963		235									0	1	0	0	
1964		235									0	1	0	0	
1965		235									0	1	0	0	
1966		235									0	1	0	0	
1967		235									0	1	0	0	
1968		235									0	1	0	0	
1969		235									0	1	0	0	
1970		235									0	1	0	0	
1971		235									0	1	0	0	
1972		235									0	1	0	0	
1973		235									0	1	0	0	
1974		235									0	1	0	0	
1975		235									0	0	0	0	
1976		235					1	1			0	0	0	0	
1977		235					2	1			0	0	0	0	
1978		235						1			0	0	0	0	
1979		235					1	1			0	0	0	0	
1980		235					2	1			0	0	0	0	
1981	521	235	2	2	2	2	1	1			0	0	0	0	
1982	521	235	2	2	2	2	1	1			0	0	0	0	
1983	521	235	2	2	2	2		1			0	0	0		
1984	521	235	2	2	2	2		1			0	0	0		
1985	521	235	2	2	2	2		1	1		0	0	0		
1986	521	235	2	2	2	2		1	2		0	0	0		
1987	521	235	2	2	2	2		1	2		0	0	0		
1988	521	235	2	2	2	2		1	1		0		0		
1989	521	235	2	2	2	1	1	1	1		0				0
1990	521	235	2	2	2	2	1	1	3		0				0
1991	521	235	2	2	2	1	1	1	2		0				0
1992	521	235	2	2	2	1	1	1	2		0				0
1993	521	235	2	2	2	1	1	1	3		0				0
1994	521	235	2	2	2	1	1	1	2		0				0
1995	521	235	2	2	2	0	1	1	2	4	0				0
1996	521	235	2	2	2	1	1	1	2	4	0				0
1997	521	235	2	2	2	1	1	1	1	1	0				0
1998	521	235	2	2	2	1	1	1	2	5	0				0
1999	521	235	2	2	2	1	1	1	3	6	0				0
2000	521	235	2	2	2	0	1	1		6	0				0
2001	521	235	2	2	2	1	1	1		6	0				0
2002	521	235	2	2	2	1	2	2		6	0				0
2003	521	235	2	2	2	1	2	2		6	0				0
2004	521	235	2	2	2	1	2	2		5	0				0
2005	521	235	2	2	2	1	2	2		1	0				0
2006	521	235	2	2	2	1	2	2			0				0
2007	521	235	2	2	2	1	2	2			0				0
2008	521	235	2	2	2	1	2	2			0				0
2009	521	235	2	2	2	1	2	2			0				0
2010	521	235	2	1	2	1	1	2			0				0
1990	299	255	2	2	1	2	1	1	1		0				0
1991	299	255	2	2	2	2	1	1	1		0				0
1992	299	255	2	2	2	2	1	2	1		0				0
1993	299	255	2	1	2	2	1	1	2		0				0
1994	299	255	2	2	2	2	3	1	2		0				0
1995	299	255	2	2	2	2	2	2	2	6	0				0
1996	299	255	2	2	2	2	1		2	6	0				0
1997	299	255	2	2	2	2		1	2	6	0				0
1998	299	255	2	2	2	2	1	1	2	4	0				0
1999	299	255	2	2	1	1	1	2	2	3	0				0
2000	299	255	2	2	2	2	1	1		4	0				0
2001	299	255	2	2	2	1	2	2		3	0				0
2002	299	255	2	2	2	1	2	1			0				0
2003	299	255	2	2	2	1	2	2		3	0				0
2004	299	255	2	2	2	1	2	2		6	0				0
2005	299	255	2	2	2	2	2	1		1	0				0
2006	299	255	2	2	2	2	1	1			0				0
2007	299	255	2	2	2	2	1	1			0				0
2008	299	255	2	1	2	2	1	1			0				0
2009	299	255	2	2	2	2	1	1			0				0
2010	299	255	2	2	1	2	1	1			0				0
1955		260										0	0	0	
1956		260									0	0	0	0	
1957		260									0	0	0	0	
1958		260									0	0	0	0	
1959		260									0	0	0	0	
1960		260									0	0	0	0	
1961		260									0	0	0	0	
1962		260									0	0	0	0	
1963		260									0	0	0	0	
1964		260									0	0	0	0	
1965		260									0	0	0	0	
1966		260									0	0	0	0	
1967		260									0	0	0	0	
1968		260									0	0	0	0	
1969		260									0	0	0	0	
1970		260									0	0	0	0	
1971		260									0	0	0	0	
1972		260									0	0	0	0	
1973		260									0	0	0	0	
1974		260									0	0	0	0	
1975		260									0	0	0	0	
1976		260					1	1			0	0	0	0	
1977		260					2	1			0	0	0	0	
1978		260					1	1			0	0	0	0	
1979		260					1	1			0	0	0	0	
1980		260					2	1			0	0	0	0	
1981	299	260	2	2	2	2	2	1			0	0	0	0	
1982	299	260	2	2	1	2	2	1			0	0	0	0	
1983	299	260	2	2	2	2	2	1			0	0	0		
1984	299	260	2	2	2	1	2	1			0	0	0		
1985	299	260	2	2	1	2	2	1	1		0	0	0		
1986	299	260	2	2	2	2	2	1	1		0	0	0		
1987	299	260	2	2	2	2	2	1	2		0	0	0		
1988	299	260	2	2	1	1	2	1	1		0		0		
1989	299	260	2	2	2	1	1	1	1		0				0
1990		260									0				0
1954		265										0	0	0	
1955		265										0	0	1	
1956		265									0	0	0	0	
1957		265									0	0	0	0	
1958		265									0	0	0	0	
1959		265									0	0	0	0	
1960		265									0	0	0	0	
1961		265									0	0	0	0	
1962		265									0	1	0	0	
1963		265									0	0	0	0	
1964		265									0	0	0	0	
1965		265									0	0	0	0	
1966		265									0	0	0	1	
1967		265									0	0	0	0	
1968		265									0	0	0	0	
1969		265									0	0	0	0	
1970		265									0	0	0	0	
1971		265									0	0	0	0	
1972		265									0	0	0	0	
1973		265									0	0	0	0	
1974		265									0	0	0	0	
1975		265									0	0	0	0	
1976		265					4				0	0	0	0	
1977		265					3				0	0	0	0	
1978		265					3				0	0	0	0	
1979		265					3	4			0	0	0	0	
1980		265					2	3			0	0	0	0	
1981		265					3	3			0	0	0	0	
1982		265					3	3			0	0	0	0	
1983		265					3	3			0	0	0		
1984		265					3	3			0	0	0		
1985		265					3	2			0	0	0		
1986		265						3			0	0	0		
1987		265					3	3			0	0	0		
1988		265					3	2			0		0		
1989		265					2	2			0				0
1990		265					1	1			0				0
1949		290										1	0	1	
1950		290										1	0	0	
1951		290										0	0	1	
1952		290										0	0	0	
1953		290										0	0	1	
1954		290										0	0	0	
1955		290										0	0	1	
1956		290									0	0	0	1	
1957		290									0	0	0	0	
1958		290									0	0	0	0	
1959		290									0	0	0	0	
1960		290									0	0	0	0	
1961		290									0	0	0	0	
1962		290									0	0	0	1	
1963		290									0	0	0	0	
1964		290									0	0	0	0	
1965		290									0	0	0	1	
1966		290									0	0	0	0	
1967		290									0	0	0	0	
1968		290									0	0	0	0	
1969		290									0	0	0	0	
1970		290									0	0	0	0	
1971		290									0	0	0	0	
1972		290									0	0	0	0	
1973		290									0	0	0	0	
1974		290									0	0	0	0	
1975		290									0	0	0	0	
1976		290					3				0	0	0	0	
1977		290					3				0	0	0	0	
1978		290					2				0	0	0	0	
1979		290					3	2			0	0	0	0	
1980		290					3	3			0	0	0	0	
1981	518	290	2	2	0	2	3	2			0	0	0	0	
1982	518	290	1	1	1	1	3	3			0	0	0	0	
1983	518	290	2	1	0	1	3	3			0	0	0		
1984	518	290	2	1	0	1	3	3			0	0	0		
1985	518	290	2	1	0	0	3	3	3		0	0	0		
1986	518	290	2	2	0	0	3	3	3		0	0	0		
1987	518	290	2	1	1	0	3	3	4		0	0	0		
1988	518	290	1	1	1	1	2	2	3		0		0		
1989	518	290	2	1	1	1	2	2	2		0				0
1990	518	290	2	2	2	0	2	2	2		0				0
1991	518	290	2	2	2	0	2	2	2		0				0
1992	518	290	2	2	1	1	1	2	2		0				0
1993	518	290	2	2	2	1	1	1	2		0				0
1994	518	290	2	2	2	2	1	1	2		0				0
1995	518	290	2	2	2	1	1	1		3	0				0
1996	518	290	2	2	2	1		1	2	1	0				0
1997	518	290	2	2	2	2		1	2	1	0				0
1998	518	290	2	2	2	1		2	2	1	0				0
1999	518	290	2	2	2	2	1	2	2	1	0				0
2000	518	290	2	2	2	0	2	1		6	0				0
2001	518	290	2	2	2	1	2	1		1	0				0
2002	518	290	2	2	2	2		2		1	0				0
2003	518	290	2	2	2	1	1	1		3	0				0
2004	518	290	2	1	2	1	2	2			0				0
2005	518	290	2	2	2	1	1	2		1	0				0
2006	518	290	2	2	2	1	2	1			0				0
2007	518	290	2	2	2	1	2	2			0				0
2008	518	290	2	2	2	1	1	2			0				0
2009	518	290	2	2	1	1	1	2			0				0
2010	518	290	2	2	2	1	1	2			0				0
1955		305										0	0	0	
1956		305									0	0	0	0	
1957		305									0	0	0	0	
1958		305									0	0	0	0	
1959		305									0	0	0	0	
1960		305									0	0	0	0	
1961		305									0	0	0	0	
1962		305									0	0	0	0	
1963		305									0	0	0	0	
1964		305									0	0	0	0	
1965		305									0	0	0	0	
1966		305									0	0	0	0	
1967		305									0	0	0	0	
1968		305									0	0	0	0	
1969		305									0	0	0	0	
1970		305									0	0	0	0	
1971		305									0	0	0	0	
1972		305									0	0	0	0	
1973		305									0	0	0	0	
1974		305									0	0	0	0	
1975		305									0	0	0	0	
1976		305						1			0	0	0	0	
1977		305						1			0	0	0	0	
1978		305						1			0	0	0	0	
1979		305						1			0	0	0	0	
1980		305						1			0	0	0	0	
1981	128	305	2	2	2	2		1			0	0	0	0	
1982	128	305	2	2	2	2		1			0	0	0	0	
1983	128	305	2	2	2	2		1			0	0	0		
1984	128	305	2	2	2	2		1			0	0	0		
1985	128	305	2	2	2	2		1	1		0	0	0		
1986	128	305	2	2	2	2	1	1	1		0	0	0		
1987	128	305	2	2	2	2	2	1	2		0	0	0		
1988	128	305	2	2	1	1	1	1	1		0		0		
1989	128	305	2	2	2	1	1	1	1		0				0
1990	128	305	2	2	2	1	1	1	2		0				0
1991	128	305	2	2	2	1	1	1	2		0				0
1992	128	305	2	2	2	1	1	1	2		0				0
1993	128	305	2	2	2	1	1	1	2		0				0
1994	128	305	2	2	2	1	1	1	2		0				0
1995	128	305	2	2	2	1	1	1	2	1	0				0
1996	128	305	2	2	2	2	1	1	2	4	0				0
1997	128	305	2	2	2	2	1	1	2	1	0				0
1998	128	305	2	2	2	0		1	2	1	0				0
1999	128	305	2	2	2	1	1	1	2	1	0				0
2000	128	305	2	1	2	0	1	1		4	0				0
2001	128	305	2	2	2	1	1	1		3	0				0
2002	128	305	2	2	2	1	2	2		1	0				0
2003	128	305	2	1	2	1	2	2		1	0				0
2004	128	305	2	2	2	1	2	2		1	0				0
2005	128	305	2	2	2	1	2	1		1	0				0
2006	128	305	2	2	2	1	2	2			0				0
2007	128	305	2	2	2	1	2	2			0				0
2008	128	305	2	2	2	1	1	2			0				0
2009	128	305	2	1	2	2	2	2			0				0
2010	128	305	2	2	2	1	2	1			0				0
1949		310										0	0	1	
1950		310										0	0	1	
1951		310										0	0	0	
1952		310										0	0	0	
1953		310										0	0	1	
1954		310										0	0	0	
1955		310										0	0	1	
1956		310									0	1	0	1	
1957		310									0	1	0	1	
1958		310									0	1	0	1	
1959		310									0	1	0	1	
1960		310									0	1	0	1	
1961		310									0	0	0	0	
1962		310									0	0	0	1	
1963		310									0	0	0	0	
1964		310									0	0	0	0	
1965		310									0	0	0	0	
1966		310									0	0	0	0	
1967		310									0	0	0	0	
1968		310									0	0	0	0	
1969		310									0	0	0	0	
1970		310									0	0	0	0	
1971		310									0	0	0	0	
1972		310									0	0	0	0	
1973		310									0	0	0	0	
1974		310									0	0	0	0	
1975		310									0	0	0	0	
1976		310					3				0	0	0	0	
1977		310					2				0	0	0	0	
1978		310					2				0	0	0	0	
1979		310					2	2			0	0	0	0	
1980		310					2	2			0	0	0	0	
1981	329	310	2	2	1	2	2	2			0	0	0	0	
1982	329	310	2	2	1	1	2	2			0	0	0	0	
1983	329	310	2	2	1	1	2	2			0	0	0		
1984	329	310	2	2	1	2	2	2			0	0	0		
1985	329	310	2	2	0	2	2	2	1		0	0	0		
1986	329	310	2	2	1	2	2	2	2		0	0	0		
1987	329	310	2	2	1	1	2	2	1		0	0	0		
1988	329	310	2	2	1	2	2	2	1		0		0		
1989	329	310	2	2	2	2	1	1	1		0				0
1990	329	310	2	2	2	2		1	1		0				0
1991	329	310	2	2	2	2		1	1		0				0
1992	329	310	2	2	2	2	2	1	2		0				0
1993	329	310	2	2	2	1	2	1	2		0				0
1994	329	310	2	2	2	2	1	1	2		0				0
1995	329	310	2	2	2	2	1	2	2	6	0				0
1996	329	310	2	2	2	1	1	1	2	3	0				0
1997	329	310	2	2	2	1	1	1	2		0				0
1998	329	310	2	2	2	2	2	2	2	4	0				0
1999	329	310	2	2	2	1	2	2	2		0				0
2000	329	310	2	2	2	2	2	2		3	0				0
2001	329	310	2	2	2	1	2	2			0				0
2002	329	310	2	2	2	1	2	2		4	0				0
2003	329	310	2	2	2	1	2	2		4	0				0
2004	329	310	2	1	2	1	2	2		4	0				0
2005	329	310	2	2	2	1	2	2		1	0				0
2006	329	310	2	2	2	1	2	2			0				0
2007	329	310	2	2	2	0	2	2			0				0
2008	329	310	2	2	2	1	1	2			0				0
2009	329	310	2	2	2	1	1	2			0				0
2010	329	310	2	2	2	0	1	2			0				0
1949		315										1	0	1	
1950		315										1	0	1	
1951		315										1	0	1	
1952		315										1	0	1	
1953		315										1	0	0	
1954		315										1	0	0	
1955		315										1	0	0	
1956		315									0	1	0	0	
1957		315									0	1	0	0	
1958		315									0	1	0	0	
1959		315									0	1	0	0	
1960		315									0	1	0	0	
1961		315									0	1	0	0	
1962		315									0	1	0	0	
1963		315									0	1	0	0	
1964		315									0	1	0	0	
1965		315									0	1	0	0	
1966		315									0	1	0	0	
1967		315									0	1	0	0	
1968		315									0	1	0	0	
1969		315									0	0	0	0	
1970		315									0	0	0	0	
1971		315									0	0	0	0	
1972		315									0	0	0	0	
1973		315									0	0	0	0	
1974		315									0	0	0	0	
1975		315									0	0	0	0	
1976		315					3				0	0	0	0	
1977		315					3				0	0	0	0	
1978		315					3				0	0	0	0	
1979		315					2	3			0	0	0	0	
1980		315					3	3			0	0	0	0	
1981	242	315	2	1	0	0	3	3			0	0	0	0	
1982	242	315	2	2	0	1	3	3			0	0	0	0	
1983	242	315	2	2	0	1	3	2			0	0	0		
1984	242	315	2	1	0	2	2	3			0	0	0		
1985	242	315	2	2	1	1	2	3	3		0	0	0		
1986	242	315	2	1	1	1	3	3	3		0	0	0		
1987	242	315	2	1	1	2	3	3	2		0	0	0		
1988	242	315	2	2	0	1	2	3	2		0		0		
1989	242	315	2	2	1	1	3	3	2		0				0
1990	242	315	2	2	2	2	1	1	1		0				0
1991	242	315	2	2	2	2		1	1		0				0
1992	242	315	2	2	2	2			1		0				0
1992		316					2	1			0				0
1993	239	316	2	2	2	2		1	1		0				0
1994	239	316	2	1	2	1		1	1		0				0
1995	239	316	2	1	1	1	2	1	2	1	0				0
1996	239	316	2	2	2	2		1	2	1	0				0
1997	239	316	2	2	2	2		1	2	1	0				0
1998	239	316	2	2	2	1	2	1	2	1	0				0
1999	239	316	2	2	2	2	2	1	4	1	0				0
2000	239	316	2	2	2	1	2	1		1	0				0
2001	239	316	2	2	2	2	2	2		1	0				0
2002	239	316	2	2	2	2	2	1		1	0				0
2003	239	316	2	2	2	1	2	1		3	0				0
2004	239	316	2	1	2	1	2	2		3	0				0
2005	239	316	2	2	2	1	2	2		3	0				0
2006	239	316	2	2	2	1	2	1			0				0
2007	239	316	2	2	2	1	2	1			0				0
2008	239	316	2	2	2	1	1	1			0				0
2009	239	316	2	2	2	1	1	1			0				0
2010	239	316	2	2	2	2	1	1			0				0
1992		317						1			0				0
1993	575	317	2	1	2	1		1	1		0				0
1994	575	317	2	2	2	2		1	1		0				0
1995	575	317	2	2	2	1		1	3		0				0
1996	575	317	2	1	2	1		1	2		0				0
1997	575	317	2	2	2	1		1	2		0				0
1998	575	317	2	2	2	1	1	1	2		0				0
1999	575	317	2	2	2	1	2	2	2		0				0
2000	575	317	2	2	2	0	2	1			0				0
2001	575	317	2	2	2	1	2	1			0				0
2002	575	317	2	2	2	1	2	2			0				0
2003	575	317	2	2	2	0	1	1			0				0
2004	575	317	2	2	2	1	2	2			0				0
2005	575	317	2	2	2	2	1	1			0				0
2006	575	317	2	2	2	1	2	2			0				0
2007	575	317	2	2	2	1	2	2			0				0
2008	575	317	2	2	2	1	1	2			0				0
2009	575	317	2	2	2	1	1	2			0				0
2010	575	317	2	2	2	1	1	2			0				0
1949		325										0	0	0	
1950		325										0	0	0	
1951		325										0	0	0	
1952		325										0	0	0	
1953		325										0	0	0	
1954		325										0	0	0	
1955		325										0	0	0	
1956		325									0	0	0	0	
1957		325									0	0	0	0	
1958		325									0	0	0	0	
1959		325									0	0	0	0	
1960		325									0	0	0	0	
1961		325									0	0	0	0	
1962		325									0	0	0	0	
1963		325									0	0	0	0	
1964		325									0	0	0	0	
1965		325									0	0	0	0	
1966		325									0	0	0	0	
1967		325									0	0	0	0	
1968		325									0	0	0	0	
1969		325									0	0	0	0	
1970		325									0	0	0	0	
1971		325									0	0	0	0	
1972		325									0	0	0	0	
1973		325									0	0	0	0	
1974		325									0	0	0	0	
1975		325									0	0	0	0	
1976		325					1	1			0	0	0	0	
1977		325					2	1			0	0	0	0	
1978		325					1	1			0	0	0	0	
1979		325					2	1			0	0	0	0	
1980		325					2	1			0	0	0	0	
1981	353	325	2	2	1	2	2	1			0	0	0	0	
1982	353	325	2	2	2	1	2	1			0	0	0	0	
1983	353	325	2	2	2	1	2	3			0	0	0		
1984	353	325	2	2	2	2	2	1			0	0	0		
1985	353	325	2	2	2	1	2	1	1		0	0	0		
1986	353	325	2	2	2	2	2	1	2		0	0	0		
1987	353	325	2	2	1	1	2	2	3		0	0	0		
1988	353	325	2	2	2	2	3	1	1		0		0		
1989	353	325	2	2	1	1	2	1	1		0				0
1990	353	325	2	2	2	1	2	1	1		0				0
1991	353	325	2	2	2	1	2	1	1		0				0
1992	353	325	2	2	2	1	2	1	2		0				0
1993	353	325	2	2	2	1		2	2		0				0
1994	353	325	2	2	2	0	2	2	3		0				0
1995	353	325	2	2	2	0	2	2	2	4	0				0
1996	353	325	2	2	2	1	1	2	2	4	0				0
1997	353	325	2	2	2	1		1	2	4	0				0
1998	353	325	2	2	2	2	2	1	2		0				0
1999	353	325	2	1	1	1	2	1	3	4	0				0
2000	353	325	2	2	2	1	2	1		5	0				0
2001	353	325	2	2	2	1	2	2		5	0				0
2002	353	325	2	2	2	1	2	2		3	0				0
2003	353	325	2	2	2	0	2	1		5	0				0
2004	353	325	2	1	2	1	2	1		6	0				0
2005	353	325	2	2	2	1	2	2		6	0				0
2006	353	325	2	2	1	1	1	1			0				0
2007	353	325	2	1	2	1	2	2			0				0
2008	353	325	2	2	2	1	2	2			0				0
2009	353	325	2	1	2	0	3	2			0				0
2010	353	325	2	2	2	1	2	2			0				0
1992		331									0				0
1993		331									0				0
1994		331									0				0
1995		331									0				0
1996		331									0				0
1997		331									0				0
1998		331									0				0
1999		331									0				0
2000		331									0				0
2001	548	331	2	2	2	2					0				0
2002		331									0				0
2003	548	331	2	2	2	2					0				0
2004	548	331	2	2	2	2					0				0
2005	548	331	2	2	2	2					0				0
2006	548	331	2	2	2	2					0				0
2007	548	331	2	2	2	2					0				0
2008	548	331	2	2	2	2					0				0
2009	548	331	2	2	2	2					0				0
2010	548	331	2	2	2	2					0				0
1964		338									0	0	0	0	
1965		338									0	0	0	0	
1966		338									0	0	0	0	
1967		338									0	0	0	0	
1968		338									0	0	0	0	
1969		338									0	0	0	0	
1970		338									0	0	0	0	
1971		338									0	0	0	0	
1972		338									0	0	0	0	
1973		338									0	0	0	0	
1974		338									0	0	0	0	
1975		338									0	0	0	0	
1976		338						1			0	0	0	0	
1977		338									0	0	0	0	
1978		338						1			0	0	0	0	
1979		338						1			0	0	0	0	
1980		338						1			0	0	0	0	
1981		338						1			0	0	0	0	
1982		338						1			0	0	0	0	
1983		338						1			0	0	0		
1984		338						1			0	0	0		
1985		338					1	2			0	0	0		
1986		338					1	1			0	0	0		
1987		338					1	1			0	0	0		
1988		338						1			0		0		
1989		338						1			0				0
1990		338						1			0				0
1991		338						1			0				0
1992		338						1			0				0
1993		338						1			0				0
1994		338						1			0				0
1995		338						1			0				0
1996		338						1			0				0
1997		338						1			0				0
1998		338						1			0				0
1999		338						1			0				0
2000		338						1			0				0
2001	431	338	2	2	2	2		1			0				0
2002		338						1			0				0
2003	431	338	2	2	2	2	1	1			0				0
2004	431	338	2	2	2	2	2	1			0				0
2005	431	338	2	2	2	2	2	1			0				0
2006	431	338	2	2	2	2	2	1			0				0
2007	431	338	2	2	2	2	2	1			0				0
2008	431	338	2	2	2	1	2	1			0				0
2009	431	338	2	2	1	2	1	1			0				0
2010	431	338	2	2	1	2	1	1			0				0
1949		339										1	0	1	
1950		339										1	0	0	
1951		339										1	0	1	
1952		339										1	0	1	
1953		339										1	0	1	
1954		339										1	0	1	
1955		339										1	0	0	
1956		339									0	1	0	1	
1957		339									0	1	0	0	
1958		339									0	1	0	0	
1959		339									0	1	0	0	
1960		339									0	1	0	0	
1961		339									0	1	0	1	
1962		339									0	1	0	0	
1963		339									0	1	0	0	
1964		339									0	1	0	0	
1965		339									0	1	0	0	
1966		339									0	1	0	0	
1967		339									0	1	0	0	
1968		339									0	1	0	0	
1969		339									0	1	0	0	
1970		339									0	1	0	0	
1971		339									0	1	0	0	
1972		339									0	1	0	0	
1973		339									0	1	0	1	
1974		339									0	1	0	0	
1975		339									0	1	0	0	
1976		339					1				0	1	0	0	
1977		339					3				0	1	0	0	
1978		339					3				0	0	0	0	
1979		339					3				0	0	0	0	
1980		339					3	3			0	0	0	0	
1981	104	339	1	0	0	0	3	3			0	0	0	0	
1982	104	339	2	0	0	0	3	3			0	0	0	0	
1983	104	339	2	0	0	0	3	3			0	0	0		
1984	104	339	1	0	0	0	3	3			0	0	0		
1985	104	339	2		0	0	3	3	3		0	0	0		
1986	104	339	2		0	0	3	3	3		0	0	0		
1987	104	339	2		0	1	3	3	3		0	0	0		
1988	104	339	2		0	0	3	3	2		0		0		
1989	104	339	2		0	0	3	3	2		0				0
1990	104	339	2	1	0	0	3	3	3		0				0
1991	104	339	2	1	0	1	3	2	2		0				0
1992	104	339	2	2	1	1	2	2	1		0				0
1993	104	339	2	2	1	1	2	2	2		0				0
1994	104	339	2	2	2	1	3	2	2		0				0
1995	104	339	2	0	1	1	3	2	2	4	0				0
1996	104	339	2	1	1	0	3	2	2	4	0				0
1997	104	339	2	1	1	0	4	4	2	4	0				0
1998	104	339	2	1	1	1	3	2	3	3	0				0
1999	104	339	2	1	2	0	3	3	3	1	0				0
2000	104	339	2	1	0	0	3	2		5	0				0
2001	104	339	2	2	2	0	3	2		5	0				0
2002	104	339	2	2	2	0	3	3		5	0				0
2003	104	339	2	1	2	0	2	2		6	0				0
2004	104	339	2	1	2	1	3	2		4	0				0
2005	104	339	2	2	2	1	2	3		6	0				0
2006	104	339	2	2	2	0	3	2			0				0
2007	104	339	2	2	2	1	2	3			0				0
2008	104	339	2	2	2	1	2	2			0				0
2009	104	339	2	2	2	1	2	2			0				0
2010	104	339	2	2	2	1	2	2			0				0
2006	458	341	2	2	2	0					0				0
2007	458	341	2	2	2	0	2	2			0				0
2008	458	341	2	2	2	1	2	2			0				0
2009	458	341	2	2	2	1	2	2			0				0
2010	458	341	2	2	2	1	1	2			0				0
1992		343						2	2		0				0
1993	413	343	2	2	2	1	2	1	2		0				0
1994	413	343	2	2	2	1	1	2	2		0				0
1995	413	343	2	2	2	1		1	2	4	0				0
1996	413	343	2	2	1	1		1	2	4	0				0
1997	413	343	2	2	1	1	3	2	2	4	0				0
1998	413	343	2	2	2	1	3	2	2	4	0				0
