"YEAR","CIRI","COW","genocide","rummel","massive_repression","executions","killing","genocide","rummel","massive_repression","executions","killing","V6"
1968,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.664247814154016
1969,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.713020661299952
1970,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.753621444995956
1971,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.788398292729387
1972,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.814655558515159
1973,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.838292812574211
1974,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.851313721149612
1975,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.860976097220235
1976,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.864556777640972
1977,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.859666883866078
1978,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.85119033532498
1979,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.837292999238629
1980,NA,433,0,0,0,0,NA,0,0,0,0,NA,0.819060450470103
1981,557,433,0,0,0,0,NA,0,0,0,0,NA,0.793799930482749
1982,557,433,0,0,0,0,NA,0,0,0,0,NA,0.760668626073843
1983,557,433,0,0,0,NA,NA,0,0,0,NA,NA,0.718118967244362
1984,557,433,0,0,0,NA,NA,0,0,0,NA,NA,0.672422150324963
1985,557,433,0,0,0,NA,NA,0,0,0,NA,NA,0.626645706607062
1986,557,433,0,0,0,NA,NA,0,0,0,NA,NA,0.572931440444441
1987,557,433,0,0,0,NA,NA,0,0,0,NA,NA,0.519624197877471
1988,557,433,0,NA,0,NA,NA,0,NA,0,NA,NA,0.451308965259059
1989,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.383665353967335
1990,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.317330000316962
1991,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.242256643719068
1992,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.160774106214858
1993,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0753801862578448
1994,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0158903040487281
1995,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.114536085989059
1996,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.224934113310657
1997,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.339517068341916
1998,557,433,0,NA,NA,NA,1,0,NA,NA,NA,1,-0.472870542913367
1999,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.363218070546328
2000,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.267199742171484
2001,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.181443418322639
2002,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.10908042967529
2003,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0451896566733679
2004,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.00855623742471239
2005,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0564731122815921
2006,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0974688714431703
2007,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.127146956025323
2008,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.15421250878935
2009,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.173960620282697
2010,557,433,0,NA,NA,NA,0,0,NA,NA,NA,0,0.182242902643257
1960,NA,434,0,0,0,0,NA,0,0,0,0,NA,0.710450077176504
1961,NA,434,0,0,0,0,NA,0,0,0,0,NA,0.781034294801989
1962,NA,434,0,0,0,0,NA,0,0,0,0,NA,0.844923885342249
1963,NA,434,0,0,0,0,NA,0,0,0,0,NA,0.895468499067846
1964,NA,434,0,0,0,0,NA,0,0,0,0,NA,0.937810070540174
1965,NA,434,0,0,0,0,NA,0,0,0,0,NA,0.976993894778629
1966,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.01300751387787
1967,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.04050632727272
1968,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.06133655614817
1969,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.08136677690639
1970,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.09570682739928
1971,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.10408635273787
1972,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.10988403106554
1973,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.1105023250862
1974,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.10391452034203
1975,NA,434,0,0,0,1,NA,0,0,0,1,NA,1.0896103394104
1976,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.14876245259585
1977,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.2059168877017
1978,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.25565609967754
1979,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.30313356379954
1980,NA,434,0,0,0,0,NA,0,0,0,0,NA,1.34649889647397
1981,155,434,0,0,0,0,NA,0,0,0,0,NA,1.38790338930842
1982,155,434,0,0,0,0,NA,0,0,0,0,NA,1.42375914432696
1983,155,434,0,0,0,NA,NA,0,0,0,NA,NA,1.45310771998989
1984,155,434,0,0,0,NA,NA,0,0,0,NA,NA,1.48094210487967
1985,155,434,0,0,0,NA,NA,0,0,0,NA,NA,1.50966668966959
1986,155,434,0,0,0,NA,NA,0,0,0,NA,NA,1.53491523832079
1987,155,434,0,0,0,NA,NA,0,0,0,NA,NA,1.55970347343555
1988,155,434,0,NA,0,NA,NA,0,NA,0,NA,NA,1.58242626781656
1989,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.60857455758803
1990,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.63183197763846
1991,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.65278657291206
1992,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.67357549857446
1993,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.69789175494799
1994,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.718731187056
1995,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.7369433311472
1996,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.75471255968984
1997,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.77047489519271
1998,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.78391974032905
1999,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.79784826267595
2000,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.81126789331607
2001,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.82248587161333
2002,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.83269099216473
2003,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.8420906031841
2004,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.84811262916428
2005,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.85689138910902
2006,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.86550250188538
2007,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.8746389042517
2008,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.87720391843448
2009,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.88207798654172
2010,155,434,0,NA,NA,NA,0,0,NA,NA,NA,0,1.88453193993811
1960,NA,435,0,0,0,0,NA,0,0,0,0,NA,0.542614872354385
1961,NA,435,0,0,0,0,NA,0,0,0,0,NA,0.588267314839861
1962,NA,435,0,0,0,1,NA,0,0,0,1,NA,0.625317594365405
1963,NA,435,0,0,0,0,NA,0,0,0,0,NA,0.730492683770504
1964,NA,435,0,0,0,0,NA,0,0,0,0,NA,0.828017560333095
1965,NA,435,0,0,0,0,NA,0,0,0,0,NA,0.915940600161386
1966,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.00380421147294
1967,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.0859222941731
1968,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.16095830941856
1969,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.23249468718661
1970,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.30043229088707
1971,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.36404072169071
1972,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.42270780285139
1973,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.47384140975753
1974,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.52633875778754
1975,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.5751722327023
1976,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.61710208630312
1977,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.65735971149503
1978,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.69503927676792
1979,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.7297517457607
1980,NA,435,0,0,0,0,NA,0,0,0,0,NA,1.76035739486402
1981,437,435,0,0,0,0,NA,0,0,0,0,NA,1.78941182265943
1982,437,435,0,0,0,0,NA,0,0,0,0,NA,1.81342817270549
1983,437,435,0,0,0,NA,NA,0,0,0,NA,NA,1.83405182970149
1984,437,435,0,0,0,NA,NA,0,0,0,NA,NA,1.85818386392811
1985,437,435,0,0,0,NA,NA,0,0,0,NA,NA,1.88083914614491
1986,437,435,0,0,0,NA,NA,0,0,0,NA,NA,1.90443511846824
1987,437,435,0,0,0,NA,NA,0,0,0,NA,NA,1.9253161062811
1988,437,435,0,NA,0,NA,NA,0,NA,0,NA,NA,1.94613725087272
1989,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,1.96806247761219
1990,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,1.98956435709354
1991,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.00727242812433
1992,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.02178598455259
1993,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.03789223734165
1994,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.05378766290833
1995,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.06702291528196
1996,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.08200042471734
1997,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.09554843503989
1998,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.11144794528185
1999,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.12658024938033
2000,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.13855850610223
2001,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.15339359846151
2002,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.16663355141796
2003,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.17892857981104
2004,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.19204324938226
2005,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.19894148478027
2006,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.20490725163506
2007,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.20670844740362
2008,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.21162255593089
2009,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.21536404891032
2010,437,435,0,NA,NA,NA,0,0,NA,NA,NA,0,2.21421925950841
1960,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.333257283555576
1961,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.358462153910394
1962,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.366893433440737
1963,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.363148876867309
1964,NA,436,0,0,0,1,NA,0,0,0,1,NA,0.35009073649316
1965,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.398928601033644
1966,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.434769727458855
1967,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.467600196480114
1968,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.489780508656524
1969,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.506554585405734
1970,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.509939583131356
1971,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.505110019646499
1972,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.48961029128064
1973,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.463949577441428
1974,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.42981850558863
1975,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.383514521442676
1976,NA,436,0,0,0,1,NA,0,0,0,1,NA,0.325943881604264
1977,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.334953343341569
1978,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.329469229751696
1979,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.315678173939778
1980,NA,436,0,0,0,0,NA,0,0,0,0,NA,0.288612460064815
1981,485,436,0,0,0,0,NA,0,0,0,0,NA,0.249220886758044
1982,485,436,0,0,0,0,NA,0,0,0,0,NA,0.19445911667089
1983,485,436,0,0,0,NA,NA,0,0,0,NA,NA,0.126154904910975
1984,485,436,0,0,0,NA,NA,0,0,0,NA,NA,0.0433063057348586
1985,485,436,0,0,0,NA,NA,0,0,0,NA,NA,-0.0523480310854765
1986,485,436,0,0,0,NA,NA,0,0,0,NA,NA,-0.167910924550443
1987,485,436,0,0,0,NA,NA,0,0,0,NA,NA,-0.309745346090699
1988,485,436,0,NA,0,NA,NA,0,NA,0,NA,NA,-0.504284499707218
1989,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.699820767504998
1990,485,436,0,NA,NA,NA,1,0,NA,NA,NA,1,-0.913226423722324
1991,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.903065234740386
1992,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.923719166781794
1993,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.980053361718405
1994,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.06894935195291
1995,485,436,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.20618070965087
1996,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.13560469064521
1997,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.11187399389289
1998,485,436,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.13245885771391
1999,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.945476945677576
2000,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.789736047313961
2001,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.661135681424064
2002,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.551418726923761
2003,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.455203984166703
2004,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.380694277285018
2005,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.313162083479718
2006,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.256226340380305
2007,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.213788053289307
2008,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.181643536802203
2009,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.156555880904755
2010,485,436,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.142968479798187
1960,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.677163074116836
1961,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.741339200256577
1962,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.794937883727099
1963,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.847069303471067
1964,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.890853914139086
1965,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.930139679001479
1966,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.963105086286064
1967,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.989250953193432
1968,NA,437,0,0,0,0,NA,0,0,0,0,NA,1.00872867614189
1969,NA,437,0,0,0,0,NA,0,0,0,0,NA,1.02440480038321
1970,NA,437,0,0,0,0,NA,0,0,0,0,NA,1.03236403105182
1971,NA,437,0,0,0,0,NA,0,0,0,0,NA,1.03583288723984
1972,NA,437,0,0,0,0,NA,0,0,0,0,NA,1.03349917783023
1973,NA,437,0,0,0,0,NA,0,0,0,0,NA,1.02910255311373
1974,NA,437,0,0,0,0,NA,0,0,0,0,NA,1.01888043151475
1975,NA,437,0,0,0,0,NA,0,0,0,0,NA,1.00445244567869
1976,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.980497605043616
1977,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.954649656342857
1978,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.922201980778385
1979,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.886059600213692
1980,NA,437,0,0,0,0,NA,0,0,0,0,NA,0.844679383070098
1981,227,437,0,0,0,0,NA,0,0,0,0,NA,0.797656368143557
1982,227,437,0,0,0,0,NA,0,0,0,0,NA,0.744382763067223
1983,227,437,0,0,0,NA,NA,0,0,0,NA,NA,0.683942739607199
1984,227,437,0,0,0,NA,NA,0,0,0,NA,NA,0.621702710108344
1985,227,437,0,0,0,NA,NA,0,0,0,NA,NA,0.550844189578317
1986,227,437,0,0,0,NA,NA,0,0,0,NA,NA,0.476992339360648
1987,227,437,0,0,0,NA,NA,0,0,0,NA,NA,0.395471186490021
1988,227,437,0,NA,0,NA,NA,0,NA,0,NA,NA,0.3060508376757
1989,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,0.214758021117819
1990,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,0.120127250276845
1991,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0230343970552988
1992,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0781091799805014
1993,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.190033667511674
1994,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.305124851323403
1995,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.437953939202116
1996,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.579322348070608
1997,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.737524388553066
1998,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.918477508217769
1999,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.13051943340657
2000,227,437,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.39552989297317
2001,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.47763642225376
2002,227,437,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.64840795626696
2003,227,437,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.67964398422411
2004,227,437,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.57936169440269
2005,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.32571883134818
2006,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.14156562288324
2007,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.00780150203217
2008,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.910701926243952
2009,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.845078614110255
2010,227,437,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.813111916190374
1958,NA,438,0,0,0,0,NA,0,0,0,0,NA,0.182594383671437
1959,NA,438,0,0,0,0,NA,0,0,0,0,NA,0.185990671459814
1960,NA,438,0,0,0,0,NA,0,0,0,0,NA,0.170531822867015
1961,NA,438,0,0,0,0,NA,0,0,0,0,NA,0.133170005016202
1962,NA,438,0,0,0,0,NA,0,0,0,0,NA,0.0836875288501616
1963,NA,438,0,0,0,0,NA,0,0,0,0,NA,0.0165172232613679
1964,NA,438,0,0,0,0,NA,0,0,0,0,NA,-0.0710043523162279
1965,NA,438,0,0,0,0,NA,0,0,0,0,NA,-0.184085971368189
1966,NA,438,0,0,0,0,NA,0,0,0,0,NA,-0.329682942489654
1967,NA,438,0,0,0,0,NA,0,0,0,0,NA,-0.516869347739008
1968,NA,438,0,0,0,0,NA,0,0,0,0,NA,-0.785561230536005
1969,NA,438,0,1,0,0,NA,0,1,0,0,NA,-1.21240483278325
1970,NA,438,0,1,0,1,NA,0,1,0,1,NA,-1.44451285707553
1971,NA,438,0,1,0,1,NA,0,1,0,1,NA,-1.53530093979558
1972,NA,438,0,1,0,0,NA,0,1,0,0,NA,-1.53483764321172
1973,NA,438,0,1,0,0,NA,0,1,0,0,NA,-1.51612040598011
1974,NA,438,0,1,0,0,NA,0,1,0,0,NA,-1.46820400012061
1975,NA,438,0,1,0,0,NA,0,1,0,0,NA,-1.37041987411142
1976,NA,438,0,1,0,0,NA,0,1,0,0,NA,-1.17472039114713
1977,NA,438,0,0,0,0,NA,0,0,0,0,NA,-0.767589461441031
1978,NA,438,0,0,0,0,NA,0,0,0,0,NA,-0.508617250713369
1979,NA,438,0,0,0,0,NA,0,0,0,0,NA,-0.324312495622815
1980,NA,438,0,0,0,0,NA,0,0,0,0,NA,-0.18495993849712
1981,314,438,0,0,0,0,NA,0,0,0,0,NA,-0.0753982689063226
1982,314,438,0,0,0,0,NA,0,0,0,0,NA,0.00942061805295397
1983,314,438,0,0,0,NA,NA,0,0,0,NA,NA,0.0674659190420405
1984,314,438,0,0,0,NA,NA,0,0,0,NA,NA,0.114022889653868
1985,314,438,0,0,0,NA,NA,0,0,0,NA,NA,0.149981731000697
1986,314,438,0,0,0,NA,NA,0,0,0,NA,NA,0.170366339605413
1987,314,438,0,0,0,NA,NA,0,0,0,NA,NA,0.177836390679157
1988,314,438,0,NA,0,NA,NA,0,NA,0,NA,NA,0.170539000243125
1989,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,0.164540006285129
1990,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,0.153547017497132
1991,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,0.134231604021952
1992,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,0.11214009869889
1993,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0834073973143519
1994,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0506804161330562
1995,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0131354393804049
1996,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0302099486021747
1997,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0806331426946943
1998,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.140190233253326
1999,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.208537627748719
2000,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.284855114509965
2001,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.370896009580258
2002,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.468740780452987
2003,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.585290679006737
2004,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.718455307144073
2005,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.868980318849539
2006,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.05444194949937
2007,314,438,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.27781433420723
2008,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.30732955059691
2009,314,438,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.40378150541743
2010,314,438,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.32470810398905
1960,NA,439,0,0,0,0,NA,0,0,0,0,NA,0.878119139571012
1961,NA,439,0,0,0,0,NA,0,0,0,0,NA,0.965201778081113
1962,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.04737279829351
1963,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.12689599914785
1964,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.20217590609477
1965,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.27497127577943
1966,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.33919894087636
1967,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.40340691759157
1968,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.46252957962685
1969,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.51746192156586
1970,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.56914855857263
1971,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.61870877273285
1972,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.66463800552083
1973,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.7088403565987
1974,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.7533223766837
1975,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.78986410265058
1976,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.82910410664807
1977,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.86610335203816
1978,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.90092732673289
1979,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.93170292339654
1980,NA,439,0,0,0,0,NA,0,0,0,0,NA,1.95968490990852
1981,179,439,0,0,0,0,NA,0,0,0,0,NA,1.98068132349979
1982,179,439,0,0,0,0,NA,0,0,0,0,NA,1.99830001445404
1983,179,439,0,0,0,NA,NA,0,0,0,NA,NA,2.01592544401079
1984,179,439,0,0,0,NA,NA,0,0,0,NA,NA,2.03221015494064
1985,179,439,0,0,0,NA,NA,0,0,0,NA,NA,2.04551859983999
1986,179,439,0,0,0,NA,NA,0,0,0,NA,NA,2.06176999330281
1987,179,439,0,0,0,NA,NA,0,0,0,NA,NA,2.07825581852287
1988,179,439,0,NA,0,NA,NA,0,NA,0,NA,NA,2.09496937592536
1989,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.11157155978128
1990,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.12799529534863
1991,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.14318295590441
1992,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.15650595407429
1993,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.17161709606666
1994,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.18417033555839
1995,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.19702293175752
1996,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.20889608234867
1997,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.2217333531326
1998,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.23007939278737
1999,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.238825234861
2000,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.24908528846817
2001,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.25540432036791
2002,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26228597198224
2003,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26482463280682
2004,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26816181347758
2005,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26939850996712
2006,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26913485624423
2007,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.2702262883436
2008,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.27038669576689
2009,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26938047375234
