"YEAR","CIRI","COW","genocide","rummel","massive_repression","executions","killing","genocide","rummel","massive_repression","executions","killing","V6"
2010,179,439,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26886606983743
1949,NA,450,NA,0,0,0,NA,NA,0,0,0,NA,0.679270973538631
1950,NA,450,NA,0,0,0,NA,NA,0,0,0,NA,0.741559101314081
1951,NA,450,NA,0,0,0,NA,NA,0,0,0,NA,0.798616704930218
1952,NA,450,NA,0,0,0,NA,NA,0,0,0,NA,0.851319332176271
1953,NA,450,NA,0,0,0,NA,NA,0,0,0,NA,0.898315740351279
1954,NA,450,NA,0,0,0,NA,NA,0,0,0,NA,0.94048588526396
1955,NA,450,NA,0,0,0,NA,NA,0,0,0,NA,0.975910234865343
1956,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.00734593507754
1957,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.03182054617828
1958,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.05262895215556
1959,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.06978705212367
1960,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.0780232080264
1961,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.08176575944373
1962,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.07825628949522
1963,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.07106730290533
1964,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.06168402237658
1965,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.04559487323057
1966,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.03011385134803
1967,NA,450,0,0,0,0,NA,0,0,0,0,NA,1.00519426043884
1968,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.97769911963434
1969,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.94038534174112
1970,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.903708045337616
1971,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.860486103314524
1972,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.808348222738254
1973,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.755350016966154
1974,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.694294730174765
1975,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.623272676085851
1976,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.545364453915931
1977,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.459108499776083
1978,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.36012207572865
1979,NA,450,0,0,0,0,NA,0,0,0,0,NA,0.248346517311397
1980,NA,450,0,0,0,1,NA,0,0,0,1,NA,0.122710543843248
1981,398,450,0,0,0,1,NA,0,0,0,1,NA,0.0572639282166322
1982,398,450,0,0,0,0,NA,0,0,0,0,NA,0.0459160606920066
1983,398,450,0,0,0,NA,NA,0,0,0,NA,NA,0.0128042269573709
1984,398,450,0,0,0,NA,NA,0,0,0,NA,NA,-0.0352300501821215
1985,398,450,0,0,0,NA,NA,0,0,0,NA,NA,-0.104970983397536
1986,398,450,0,0,0,NA,NA,0,0,0,NA,NA,-0.196798165206774
1987,398,450,0,0,0,NA,NA,0,0,0,NA,NA,-0.319271895466025
1988,398,450,0,NA,0,NA,NA,0,NA,0,NA,NA,-0.491777222228126
1989,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.664950119951113
1990,NA,450,0,NA,NA,NA,1,0,NA,NA,NA,1,-0.859785043828077
1991,NA,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.824156844319483
1992,NA,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.815571822121684
1993,NA,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.832200751362698
1994,NA,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.877453284059607
1995,NA,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.949980193047883
1996,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.05280470539527
1997,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.20015129319096
1998,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.39833762686382
1999,398,450,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.67379849071655
2000,398,450,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.80776506946909
2001,398,450,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.85086542712546
2002,398,450,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.80536978838421
2003,398,450,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.65894262111653
2004,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.37677761489543
2005,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.1706053807245
2006,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.01361491547117
2007,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.895471442135207
2008,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.810241901212683
2009,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.752731322682622
2010,398,450,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.723659643938024
1961,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.452870628310663
1962,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.49188198194608
1963,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.522400202932052
1964,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.538720739599745
1965,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.551611863433087
1966,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.550845444870369
1967,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.541812614183754
1968,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.522121980579894
1969,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.491337739076749
1970,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.451504729845407
1971,NA,451,0,0,0,1,NA,0,0,0,1,NA,0.402424614164457
1972,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.41875667147376
1973,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.422527575725871
1974,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.415165164899172
1975,NA,451,0,0,0,1,NA,0,0,0,1,NA,0.397512812269302
1976,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.446040885337227
1977,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.483154470857903
1978,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.506946927546646
1979,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.522381434792576
1980,NA,451,0,0,0,0,NA,0,0,0,0,NA,0.528597805789858
1981,569,451,0,0,0,0,NA,0,0,0,0,NA,0.530766874032318
1982,569,451,0,0,0,0,NA,0,0,0,0,NA,0.521193241160746
1983,569,451,0,0,0,NA,NA,0,0,0,NA,NA,0.500891133676422
1984,569,451,0,0,0,NA,NA,0,0,0,NA,NA,0.478367942975722
1985,569,451,0,0,0,NA,NA,0,0,0,NA,NA,0.446689728833547
1986,569,451,0,0,0,NA,NA,0,0,0,NA,NA,0.4062381148507
1987,569,451,0,0,0,NA,NA,0,0,0,NA,NA,0.353961984575536
1988,569,451,0,NA,0,NA,NA,0,NA,0,NA,NA,0.2921160153796
1989,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.228562296820242
1990,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.160008304870682
1991,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0856638330029766
1992,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.00563416975681357
1993,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0784149855247074
1994,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.170544973464216
1995,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.270335896899833
1996,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.384548159447947
1997,NA,451,0,NA,NA,NA,1,0,NA,NA,NA,1,-0.510543637285671
1998,NA,451,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.39316551659117
1999,NA,451,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.291565039302965
2000,NA,451,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.201448735721644
2001,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.123953781428891
2002,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0566594505444003
2003,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.00514292104807045
2004,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0574509008837805
2005,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.103189503153862
2006,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.140431089898387
2007,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.169946283797086
2008,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.194982506305881
2009,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.214405821563166
2010,569,451,0,NA,NA,NA,0,0,NA,NA,NA,0,0.222277534310386
1957,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.572869965532905
1958,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.622934142561955
1959,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.664527143159222
1960,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.698465525015634
1961,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.726249670119148
1962,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.743307059538301
1963,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.754674832068364
1964,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.756864189704228
1965,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.753404650208883
1966,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.744282190975655
1967,NA,452,0,0,0,1,NA,0,0,0,1,NA,0.72643670249183
1968,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.779225203596886
1969,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.823313240816594
1970,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.861337568139449
1971,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.895987199413613
1972,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.921527246911509
1973,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.945340933943109
1974,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.956749100717778
1975,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.970507222482521
1976,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.975333622547891
1977,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.977979380228126
1978,NA,452,0,0,0,0,NA,0,0,0,0,NA,0.973114307361921
1979,NA,452,0,0,0,1,NA,0,0,0,1,NA,0.957959613754627
1980,NA,452,0,0,0,0,NA,0,0,0,0,NA,1.01530484309595
1981,302,452,0,0,0,0,NA,0,0,0,0,NA,1.06740102330856
1982,302,452,0,0,0,0,NA,0,0,0,0,NA,1.11114864752512
1983,302,452,0,0,0,NA,NA,0,0,0,NA,NA,1.15178011551716
1984,302,452,0,0,0,NA,NA,0,0,0,NA,NA,1.19328982544002
1985,302,452,0,0,0,NA,NA,0,0,0,NA,NA,1.22783100875341
1986,302,452,0,0,0,NA,NA,0,0,0,NA,NA,1.26286948861625
1987,302,452,0,0,0,NA,NA,0,0,0,NA,NA,1.29887159305027
1988,302,452,0,NA,0,NA,NA,0,NA,0,NA,NA,1.33075886734315
1989,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.36005366943894
1990,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.38500034583238
1991,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.41238007762845
1992,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.43701217639035
1993,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.45925424762713
1994,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.48301455138745
1995,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.50383155142666
1996,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.52551435648376
1997,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.54648878237573
1998,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.56740260510665
1999,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.5847406001479
2000,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.60142469841224
2001,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.61389953843238
2002,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.62866724411817
2003,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.64179991960964
2004,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.64969359561528
2005,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.65763048136005
2006,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.66118028453991
2007,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.66710994853864
2008,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.66873827961318
2009,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.67389942400739
2010,302,452,0,NA,NA,NA,0,0,NA,NA,NA,0,1.67729895589182
1960,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.624664290122155
1961,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.68217414274591
1962,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.731432428156671
1963,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.770997356616438
1964,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.80664841490688
1965,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.833444537878625
1966,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.859130303215666
1967,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.87388043191301
1968,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.884913851393433
1969,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.890899586399722
1970,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.89108196617199
1971,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.88344810003752
1972,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.869949570473313
1973,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.853423841194088
1974,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.82898107058178
1975,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.800950039980196
1976,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.767813221632636
1977,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.724311375617124
1978,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.677159001565546
1979,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.620058633205685
1980,NA,461,0,0,0,0,NA,0,0,0,0,NA,0.556301136995242
1981,629,461,0,0,0,0,NA,0,0,0,0,NA,0.481426123511071
1982,629,461,0,0,0,0,NA,0,0,0,0,NA,0.396499290398776
1983,629,461,0,0,0,NA,NA,0,0,0,NA,NA,0.302630730877677
1984,629,461,0,0,0,NA,NA,0,0,0,NA,NA,0.198294046334886
1985,629,461,0,0,0,NA,NA,0,0,0,NA,NA,0.0811423310832595
1986,629,461,0,0,0,NA,NA,0,0,0,NA,NA,-0.0493941547258598
1987,629,461,0,0,0,NA,NA,0,0,0,NA,NA,-0.202743074070192
1988,629,461,0,NA,0,NA,NA,0,NA,0,NA,NA,-0.396297788431092
1989,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.591791907882672
1990,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.799600638270378
1991,629,461,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.04122210976323
1992,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.06131531456866
1993,629,461,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.12257358995043
1994,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.969757419207085
1995,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.85490231741703
1996,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.766807855129871
1997,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.704401832225117
1998,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.662066255810406
1999,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.637848447836866
2000,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.6313208639048
2001,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.649888642866484
2002,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.677484524637481
2003,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.733560753066607
2004,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.81088969769319
2005,629,461,0,NA,NA,NA,1,0,NA,NA,NA,1,-0.915497288458514
2006,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.796459368491697
2007,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.705682468995877
2008,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.640594321673019
2009,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.595123111091362
2010,629,461,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.568987567982846
1960,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.335716656970982
1961,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.358733759229037
1962,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.364892784350383
1963,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.361348689057894
1964,NA,471,0,0,0,1,NA,0,0,0,1,NA,0.346136712334383
1965,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.396029247122149
1966,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.431194614850245
1967,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.458524451842608
1968,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.474896812287429
1969,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.482343706795319
1970,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.479454999777573
1971,NA,471,0,0,0,1,NA,0,0,0,1,NA,0.465583215340855
1972,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.517747997176318
1973,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.563719367761406
1974,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.598985318030479
1975,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.624544629851787
1976,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.642568499161074
1977,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.648738146035222
1978,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.648883461952288
1979,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.639510872610852
1980,NA,471,0,0,0,0,NA,0,0,0,0,NA,0.625773170512229
1981,191,471,0,0,0,0,NA,0,0,0,0,NA,0.604417357736882
1982,191,471,0,0,0,0,NA,0,0,0,0,NA,0.569916074197441
1983,191,471,0,0,0,NA,NA,0,0,0,NA,NA,0.525505933902047
1984,191,471,0,0,0,NA,NA,0,0,0,NA,NA,0.47574716789073
1985,191,471,0,0,0,NA,NA,0,0,0,NA,NA,0.420802407115026
1986,191,471,0,0,0,NA,NA,0,0,0,NA,NA,0.357667744200881
1987,191,471,0,0,0,NA,NA,0,0,0,NA,NA,0.286589550577287
1988,191,471,0,NA,0,NA,NA,0,NA,0,NA,NA,0.199105185183913
1989,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.112716196964566
1990,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0206635551585019
1991,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0760074212763371
1992,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.184250164595024
1993,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.302063627019864
1994,191,471,0,NA,NA,NA,1,0,NA,NA,NA,1,-0.429964088453289
1995,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.317515440787031
1996,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.221723519237598
1997,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.133754580173871
1998,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0595045041671802
1999,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.00990450619945902
2000,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0761380386176453
2001,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.133859765908376
2002,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.185253620266674
2003,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.231266285780134
2004,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.271034867667621
2005,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.304502235152411
2006,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.333603175339617
2007,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.356271434609182
2008,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.375552942214126
2009,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.39073465700088
2010,191,471,0,NA,NA,NA,0,0,NA,NA,NA,0,0.401960819505623
1960,NA,475,0,0,0,0,NA,0,0,0,0,NA,-0.216593134918145
1961,NA,475,0,0,0,0,NA,0,0,0,0,NA,-0.280666830606119
1962,NA,475,0,0,0,0,NA,0,0,0,0,NA,-0.385651081136566
1963,NA,475,0,0,0,0,NA,0,0,0,0,NA,-0.545945215178713
1964,NA,475,0,0,0,1,NA,0,0,0,1,NA,-0.793497010234994
1965,NA,475,0,0,0,0,NA,0,0,0,0,NA,-1.11701888739995
1966,NA,475,0,1,1,1,NA,0,1,1,1,NA,-1.77302596665566
1967,NA,475,1,1,0,1,NA,1,1,0,1,NA,-1.88351727888547
1968,NA,475,1,0,0,0,NA,1,0,0,0,NA,-1.59270137786119
1969,NA,475,1,0,0,0,NA,1,0,0,0,NA,-1.40424684372271
1970,NA,475,1,0,0,1,NA,1,0,0,1,NA,-1.21521953561756
1971,NA,475,0,0,0,1,NA,0,0,0,1,NA,-0.84554496730709
1972,NA,475,0,0,0,0,NA,0,0,0,0,NA,-0.580382997253017
1973,NA,475,0,0,0,0,NA,0,0,0,0,NA,-0.405046005840907
1974,NA,475,0,0,0,0,NA,0,0,0,0,NA,-0.284520580089187
1975,NA,475,0,0,0,0,NA,0,0,0,0,NA,-0.206509241184611
1976,NA,475,0,0,0,1,NA,0,0,0,1,NA,-0.160035410793052
1977,NA,475,0,0,0,0,NA,0,0,0,0,NA,-0.0672845756288842
1978,NA,475,0,0,0,0,NA,0,0,0,0,NA,0.000524527066274923
1979,NA,475,0,0,0,0,NA,0,0,0,0,NA,0.043919553140231
1980,NA,475,0,0,0,0,NA,0,0,0,0,NA,0.0667981627177489
1981,488,475,0,0,0,0,NA,0,0,0,0,NA,0.0747209500026882
1982,488,475,0,0,0,0,NA,0,0,0,0,NA,0.0599484092070351
1983,488,475,0,0,0,NA,NA,0,0,0,NA,NA,0.0262461610745668
1984,488,475,0,0,0,NA,NA,0,0,0,NA,NA,-0.0219257124895763
1985,488,475,0,0,0,NA,NA,0,0,0,NA,NA,-0.0877509836375606
1986,488,475,0,0,0,NA,NA,0,0,0,NA,NA,-0.174224092054239
1987,488,475,0,0,0,NA,NA,0,0,0,NA,NA,-0.28679038722416
1988,488,475,0,NA,0,NA,NA,0,NA,0,NA,NA,-0.44889685194226
1989,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.610082331354514
1990,488,475,0,NA,NA,NA,1,0,NA,NA,NA,1,-0.790383043647937
1991,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.73822010396726
1992,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.709040348778215
1993,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.705345545064512
1994,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.720147002895163
1995,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.755844631605564
1996,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.814041242688191
1997,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.900961700570385
1998,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.0165290825996
1999,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.17122347413495
2000,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.3716753021393
2001,488,475,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.64359229629667
2002,488,475,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.77517643688466
2003,488,475,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.79985478820337
2004,488,475,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.72357497798318
2005,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.52249231538402
2006,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.41415798673245
2007,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.38489785022088
2008,488,475,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.42850820306354
2009,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.29804061481858
2010,488,475,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.23329894832442
1960,NA,481,0,0,0,0,NA,0,0,0,0,NA,0.973213311079606
1961,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.06574783917062
1962,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.15660971944487
1963,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.24057787451326
1964,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.31789381812014
1965,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.39357566380993
1966,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.46599666646485
1967,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.53451297252809
1968,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.59893361141023
1969,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.6637903399987
1970,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.72302733338947
1971,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.78013915117806
1972,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.83692089295442
1973,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.88846017577042
1974,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.93602345606741
1975,NA,481,0,0,0,0,NA,0,0,0,0,NA,1.9839182909667
1976,NA,481,0,0,0,0,NA,0,0,0,0,NA,2.02685779063172
1977,NA,481,0,0,0,0,NA,0,0,0,0,NA,2.06601123957535
1978,NA,481,0,0,0,0,NA,0,0,0,0,NA,2.10747742047915
1979,NA,481,0,0,0,0,NA,0,0,0,0,NA,2.1438818237763
1980,NA,481,0,0,0,0,NA,0,0,0,0,NA,2.17891910957101
1981,290,481,0,0,0,0,NA,0,0,0,0,NA,2.20850297475829
1982,290,481,0,0,0,0,NA,0,0,0,0,NA,2.23918620897834
1983,290,481,0,0,0,NA,NA,0,0,0,NA,NA,2.26602640406171
1984,290,481,0,0,0,NA,NA,0,0,0,NA,NA,2.28900668360049
1985,290,481,0,0,0,NA,NA,0,0,0,NA,NA,2.30980884066738
1986,290,481,0,0,0,NA,NA,0,0,0,NA,NA,2.33191543585999
1987,290,481,0,0,0,NA,NA,0,0,0,NA,NA,2.35100746770056
1988,290,481,0,NA,0,NA,NA,0,NA,0,NA,NA,2.3703624490794
1989,290,481,0,NA,NA,NA,0,0,NA,NA,NA,0,2.38605494030486
