"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","V9"
2010,305,350,2,2,2,0,2,2,NA,NA,2,2,2,0,2,2,NA,NA,0.0370743665042069
1976,NA,352,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0.586688775766983
1977,NA,352,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,0.758008954504228
1978,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882991493823377
1979,NA,352,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.01444178861922
1980,NA,352,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.08326376270588
1981,236,352,1,2,2,2,NA,1,NA,NA,1,2,2,2,NA,1,NA,NA,1.12669703132818
1982,236,352,2,2,2,2,NA,1,NA,NA,2,2,2,2,NA,1,NA,NA,1.24868308546776
1983,236,352,2,2,2,2,NA,1,NA,NA,2,2,2,2,NA,1,NA,NA,1.2813954572977
1984,236,352,1,1,2,2,NA,1,NA,NA,1,1,2,2,NA,1,NA,NA,1.22606036444298
1985,236,352,2,2,2,2,NA,1,1,NA,2,2,2,2,NA,1,1,NA,1.41919235189545
1986,236,352,2,2,2,2,NA,1,1,NA,2,2,2,2,NA,1,1,NA,1.49690566363332
1987,236,352,1,2,2,2,NA,1,1,NA,1,2,2,2,NA,1,1,NA,1.47047957522605
1988,236,352,2,2,2,2,NA,1,1,NA,2,2,2,2,NA,1,1,NA,1.49321636702977
1989,236,352,2,2,2,2,NA,1,1,NA,2,2,2,2,NA,1,1,NA,1.39307560944737
1990,236,352,1,2,2,2,NA,1,1,NA,1,2,2,2,NA,1,1,NA,1.12898903796287
1991,236,352,1,2,1,1,1,1,1,NA,1,2,1,1,1,1,1,NA,0.840972198673674
1992,236,352,2,2,2,1,2,NA,2,NA,2,2,2,1,2,NA,2,NA,0.593900462615626
1993,236,352,2,2,1,1,2,NA,3,NA,2,2,1,1,2,NA,3,NA,0.458635591019112
1994,236,352,2,2,1,1,1,1,2,NA,2,2,1,1,1,1,2,NA,0.562977404088697
1995,236,352,1,2,1,1,2,2,2,NA,1,2,1,1,2,2,2,NA,0.352939019727253
1996,236,352,2,1,2,2,2,1,2,NA,2,1,2,2,2,1,2,NA,0.464962505097283
1997,236,352,2,2,2,1,NA,2,3,NA,2,2,2,1,NA,2,3,NA,0.48675562086432
1998,236,352,2,2,2,1,2,1,2,NA,2,2,2,1,2,1,2,NA,0.690328004155219
1999,236,352,2,2,2,1,2,1,2,NA,2,2,2,1,2,1,2,NA,0.767559466530957
2000,236,352,2,2,2,1,NA,1,NA,NA,2,2,2,1,NA,1,NA,NA,0.750928031461566
2001,236,352,2,2,2,1,NA,2,NA,NA,2,2,2,1,NA,2,NA,NA,0.60537143536983
2002,236,352,2,2,2,1,NA,2,NA,NA,2,2,2,1,NA,2,NA,NA,0.567368210204443
2003,236,352,2,2,2,1,NA,2,NA,NA,2,2,2,1,NA,2,NA,NA,0.535251089716882
2004,236,352,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.502995424020507
2005,236,352,2,2,2,1,3,2,NA,NA,2,2,2,1,3,2,NA,NA,0.436670793879828
2006,236,352,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.544062229116829
2007,236,352,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.651878416219689
2008,236,352,2,2,2,1,1,2,NA,NA,2,2,2,1,1,2,NA,NA,0.783426157335047
2009,236,352,2,2,2,1,1,2,NA,NA,2,2,2,1,1,2,NA,NA,0.810780064694396
2010,236,352,2,2,2,1,1,2,NA,NA,2,2,2,1,1,2,NA,NA,0.820395266220682
1976,NA,355,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-0.665404365431555
1977,NA,355,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.583591588674995
1978,NA,355,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.523128124140851
1979,NA,355,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.472951270870845
1980,NA,355,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.507988792473011
1981,176,355,1,2,0,0,3,3,NA,NA,1,2,0,0,3,3,NA,NA,-0.710034345880984
1982,176,355,2,2,1,0,3,3,NA,NA,2,2,1,0,3,3,NA,NA,-0.676408194188916
1983,176,355,2,2,1,0,2,3,NA,NA,2,2,1,0,2,3,NA,NA,-0.617668041397423
1984,176,355,2,1,0,0,2,3,NA,NA,2,1,0,0,2,3,NA,NA,-0.742952058962195
1985,176,355,2,0,0,0,3,3,3,NA,2,0,0,0,3,3,3,NA,-0.923696002385339
1986,176,355,2,1,0,0,3,3,2,NA,2,1,0,0,3,3,2,NA,-0.890099834494192
1987,176,355,2,1,0,0,3,3,3,NA,2,1,0,0,3,3,3,NA,-0.849107293229618
1988,176,355,2,2,0,1,3,3,4,NA,2,2,0,1,3,3,4,NA,-0.751243008108984
1989,176,355,2,2,0,1,3,3,4,NA,2,2,0,1,3,3,4,NA,-0.598307208960026
1990,176,355,2,1,0,0,2,2,1,NA,2,1,0,0,2,2,1,NA,-0.224086442103243
1991,176,355,2,1,1,1,2,1,1,NA,2,1,1,1,2,1,1,NA,0.0622601240276116
1992,176,355,2,2,1,1,2,2,2,NA,2,2,1,1,2,2,2,NA,0.0180989018912886
1993,176,355,2,1,0,0,2,2,2,NA,2,1,0,0,2,2,2,NA,-0.171240081167412
1994,176,355,2,1,1,0,3,2,2,NA,2,1,1,0,3,2,2,NA,-0.329223015598478
1995,176,355,2,1,2,0,2,3,2,6,2,1,2,0,2,3,2,6,-0.465125255588708
1996,176,355,2,1,1,0,3,2,3,3,2,1,1,0,3,2,3,3,-0.527640960527416
1997,176,355,2,1,2,0,3,2,3,3,2,1,2,0,3,2,3,3,-0.464455819687698
1998,176,355,2,1,1,0,2,2,2,1,2,1,1,0,2,2,2,1,-0.383213570329526
1999,176,355,2,1,2,0,3,3,3,6,2,1,2,0,3,3,3,6,-0.547710619082834
2000,176,355,2,1,1,0,3,2,NA,6,2,1,1,0,3,2,NA,6,-0.468659429004251
2001,176,355,2,1,2,0,3,2,NA,6,2,1,2,0,3,2,NA,6,-0.336904652110608
2002,176,355,2,2,2,0,2,2,NA,1,2,2,2,0,2,2,NA,1,-0.0817864886472554
2003,176,355,2,1,2,0,2,2,NA,3,2,1,2,0,2,2,NA,3,-0.0409038214699951
2004,176,355,2,1,2,0,2,2,NA,3,2,1,2,0,2,2,NA,3,-0.0423118199720237
2005,176,355,2,1,2,1,2,3,NA,1,2,1,2,1,2,3,NA,1,-0.0583214482160474
2006,176,355,2,2,2,0,2,3,NA,NA,2,2,2,0,2,3,NA,NA,-0.0148985836193486
2007,176,355,2,2,2,0,2,3,NA,NA,2,2,2,0,2,3,NA,NA,0.0356912219814465
2008,176,355,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.157047647785077
2009,176,355,2,1,2,1,2,2,NA,NA,2,1,2,1,2,2,NA,NA,0.152122942679451
2010,176,355,2,1,1,1,2,2,NA,NA,2,1,1,1,2,2,NA,NA,0.100385245996264
1991,NA,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.554319526763826
1992,449,359,1,1,1,1,4,3,3,NA,1,1,1,1,4,3,3,NA,-0.597727314525467
1993,449,359,2,2,1,1,NA,3,2,NA,2,2,1,1,NA,3,2,NA,-0.262532020127313
1994,449,359,2,1,1,1,2,2,2,NA,2,1,1,1,2,2,2,NA,0.031141750984883
1995,449,359,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,0.30741912737103
1996,449,359,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,0.302390719111609
1997,449,359,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,0.336398747755436
1998,449,359,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,0.424983858447435
1999,449,359,2,2,1,1,3,2,3,1,2,2,1,1,3,2,3,1,0.140303436775707
2000,449,359,2,2,1,0,2,2,NA,5,2,2,1,0,2,2,NA,5,0.060256937889105
2001,449,359,2,2,1,1,2,2,NA,3,2,2,1,1,2,2,NA,3,0.0761655326773018
2002,449,359,2,2,1,1,2,2,NA,3,2,2,1,1,2,2,NA,3,0.00881846597249379
2003,449,359,2,2,1,0,3,2,NA,6,2,2,1,0,3,2,NA,6,-0.211672347049795
2004,449,359,2,2,1,0,3,3,NA,5,2,2,1,0,3,3,NA,5,-0.364960833380038
2005,449,359,2,2,1,0,3,2,NA,5,2,2,1,0,3,2,NA,5,-0.249551420658573
2006,449,359,2,2,1,0,3,2,NA,NA,2,2,1,0,3,2,NA,NA,-0.150280033923655
2007,449,359,2,2,2,0,3,2,NA,NA,2,2,2,0,3,2,NA,NA,-0.141598756993275
2008,449,359,2,2,1,0,3,2,NA,NA,2,2,1,0,3,2,NA,NA,-0.303235258450552
2009,449,359,1,2,1,0,3,3,NA,NA,1,2,1,0,3,3,NA,NA,-0.55832024293799
2010,449,359,2,2,1,0,3,3,NA,NA,2,2,1,0,3,3,NA,NA,-0.593400541589115
1976,NA,360,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-0.688586635932073
1977,NA,360,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.614283728133059
1978,NA,360,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.568056336363523
1979,NA,360,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.534800744614419
1980,NA,360,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.614857906705099
1981,527,360,2,1,0,1,3,2,NA,NA,2,1,0,1,3,2,NA,NA,-0.567860730215051
1982,527,360,1,1,1,1,3,2,NA,NA,1,1,1,1,3,2,NA,NA,-0.634260564306291
1983,527,360,1,1,1,1,3,3,NA,NA,1,1,1,1,3,3,NA,NA,-0.795533253172032
1984,527,360,2,1,0,0,3,3,NA,NA,2,1,0,0,3,3,NA,NA,-0.904913176306142
1985,527,360,1,1,0,1,3,3,4,NA,1,1,0,1,3,3,4,NA,-0.983164945905691
1986,527,360,1,1,0,1,3,3,3,NA,1,1,0,1,3,3,3,NA,-0.931063972486063
1987,527,360,1,2,1,0,3,3,3,NA,1,2,1,0,3,3,3,NA,-0.786715504127391
1988,527,360,2,2,1,1,2,3,3,NA,2,2,1,1,2,3,3,NA,-0.634318477071937
1989,527,360,1,1,2,1,4,4,3,NA,1,1,2,1,4,4,3,NA,-0.802434409422368
1990,527,360,1,2,1,0,3,2,3,NA,1,2,1,0,3,2,3,NA,-0.489740513765815
1991,527,360,1,1,2,1,2,2,3,NA,1,1,2,1,2,2,3,NA,-0.23239923837101
1992,527,360,2,2,2,0,3,1,2,NA,2,2,2,0,3,1,2,NA,-0.00623575010599909
1993,527,360,2,2,2,1,2,2,4,NA,2,2,2,1,2,2,4,NA,0.0178355572975418
1994,527,360,2,2,2,0,3,2,2,NA,2,2,2,0,3,2,2,NA,-0.0431080419319895
1995,527,360,2,2,2,0,2,2,4,6,2,2,2,0,2,2,4,6,-0.0921276174076219
1996,527,360,2,2,2,1,2,2,2,5,2,2,2,1,2,2,2,5,-0.0626949960252599
1997,527,360,2,2,2,0,3,2,3,5,2,2,2,0,3,2,3,5,-0.220990207213687
1998,527,360,2,2,2,1,3,2,2,6,2,2,2,1,3,2,2,6,-0.24189847847896
1999,527,360,2,1,2,1,3,3,4,3,2,1,2,1,3,3,4,3,-0.417156598753606
2000,527,360,2,1,2,0,3,2,NA,5,2,1,2,0,3,2,NA,5,-0.366434805558122
2001,527,360,2,2,2,0,3,2,NA,5,2,2,2,0,3,2,NA,5,-0.283682778380073
2002,527,360,2,2,2,0,2,3,NA,3,2,2,2,0,2,3,NA,3,-0.22121237201859
2003,527,360,2,2,2,0,2,2,NA,3,2,2,2,0,2,2,NA,3,-0.0918291065800394
2004,527,360,2,1,2,0,3,2,NA,6,2,1,2,0,3,2,NA,6,-0.241797955018911
2005,527,360,2,1,2,1,2,3,NA,5,2,1,2,1,2,3,NA,5,-0.255865588695464
2006,527,360,2,1,2,0,2,3,NA,NA,2,1,2,0,2,3,NA,NA,-0.279437650262407
2007,527,360,2,1,2,0,2,3,NA,NA,2,1,2,0,2,3,NA,NA,-0.34263925064484
2008,527,360,2,1,2,0,3,3,NA,NA,2,1,2,0,3,3,NA,NA,-0.44666115557686
2009,527,360,2,1,2,0,2,3,NA,NA,2,1,2,0,2,3,NA,NA,-0.345402112607384
2010,527,360,2,1,2,0,2,2,NA,NA,2,1,2,0,2,2,NA,NA,-0.189843559066069
1976,NA,365,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.571744626958518
1977,NA,365,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.677699493870843
1978,NA,365,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.830434148808168
1979,NA,365,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,-1.0239760116286
1980,NA,365,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-1.01528162028619
1981,590,365,0,1,0,0,3,3,NA,NA,0,1,0,0,3,3,NA,NA,-1.07578093607894
1982,590,365,2,1,0,0,3,3,NA,NA,2,1,0,0,3,3,NA,NA,-0.9651806901154
1983,590,365,2,2,0,0,3,3,NA,NA,2,2,0,0,3,3,NA,NA,-0.799763797976289
1984,590,365,0,1,0,0,2,2,NA,NA,0,1,0,0,2,2,NA,NA,-0.657359092780445
1985,590,365,2,2,0,0,2,2,4,NA,2,2,0,0,2,2,4,NA,-0.630426602648184
1986,590,365,2,2,0,0,3,3,4,NA,2,2,0,0,3,3,4,NA,-0.884332167801325
1987,590,365,0,1,0,0,3,4,4,NA,0,1,0,0,3,4,4,NA,-1.06966135963007
1988,590,365,2,2,0,1,2,2,4,NA,2,2,0,1,2,2,4,NA,-0.697452807981965
1989,590,365,2,1,0,0,NA,NA,4,NA,2,1,0,0,NA,NA,4,NA,-0.80595556557117
1990,590,365,2,2,1,1,NA,NA,4,NA,2,2,1,1,NA,NA,4,NA,-0.703464661747234
1991,590,365,1,1,0,0,NA,NA,3,NA,1,1,0,0,NA,NA,3,NA,-0.85406790233461
1992,530,365,0,1,1,1,2,3,4,NA,0,1,1,1,2,3,4,NA,-0.82438234464704
1993,530,365,2,1,1,0,2,3,3,NA,2,1,1,0,2,3,3,NA,-0.899341134880362
1994,530,365,2,1,2,0,4,5,3,NA,2,1,2,0,4,5,3,NA,-1.34085927849974
1995,530,365,0,0,1,0,4,5,5,5,0,0,1,0,4,5,5,5,-1.72485598474896
1996,530,365,1,0,1,1,4,4,4,6,1,0,1,1,4,4,4,6,-1.6862307289897
1997,530,365,2,0,1,0,3,4,4,6,2,0,1,0,3,4,4,6,-1.67597172612978
1998,530,365,2,0,1,0,4,5,5,6,2,0,1,0,4,5,5,6,-1.85004557138098
1999,530,365,2,0,1,0,4,4,5,6,2,0,1,0,4,4,5,6,-1.85791090032258
2000,530,365,1,0,1,0,5,4,NA,6,1,0,1,0,5,4,NA,6,-1.95929281110864
2001,530,365,0,0,1,0,4,4,NA,6,0,0,1,0,4,4,NA,6,-1.96985233993344
2002,530,365,1,1,2,0,4,4,NA,6,1,1,2,0,4,4,NA,6,-1.9098368552193
2003,530,365,0,0,2,0,4,4,NA,6,0,0,2,0,4,4,NA,6,-2.00312059582666
2004,530,365,0,0,1,0,4,4,NA,6,0,0,1,0,4,4,NA,6,-2.03894371911209
2005,530,365,0,1,1,0,4,4,NA,6,0,1,1,0,4,4,NA,6,-1.98906083264144
2006,530,365,0,1,1,0,4,4,NA,NA,0,1,1,0,4,4,NA,NA,-1.96131040121049
2007,530,365,0,1,0,0,4,4,NA,NA,0,1,0,0,4,4,NA,NA,-1.97529761629194
2008,530,365,1,1,1,0,4,4,NA,NA,1,1,1,0,4,4,NA,NA,-1.91232579255583
2009,530,365,0,1,0,0,4,4,NA,NA,0,1,0,0,4,4,NA,NA,-2.00515342444854
2010,530,365,0,1,0,0,4,4,NA,NA,0,1,0,0,4,4,NA,NA,-2.06908580095815
1985,NA,366,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-1.21832603114997
1986,NA,366,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-1.24187717181117
1987,NA,366,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-1.17776499727321
1988,NA,366,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-1.0293591892769
1989,NA,366,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-0.796109091686061
1990,NA,366,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,-0.457814732052394
1991,NA,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.105843295112088
1992,275,366,2,2,2,2,NA,2,NA,NA,2,2,2,2,NA,2,NA,NA,0.242827020414256
1993,275,366,2,2,2,1,NA,2,2,NA,2,2,2,1,NA,2,2,NA,0.407328257383747
1994,275,366,2,2,2,1,1,2,2,NA,2,2,2,1,1,2,2,NA,0.616020883444833
1995,275,366,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,0.7966573129771
1996,275,366,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,0.715018177357535
1997,275,366,2,2,2,1,NA,2,2,1,2,2,2,1,NA,2,2,1,0.774267319466436
1998,275,366,2,2,2,1,NA,1,2,1,2,2,2,1,NA,1,2,1,1.01105746809226
1999,275,366,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1.188947435552
2000,275,366,2,2,2,2,NA,1,NA,1,2,2,2,2,NA,1,NA,1,1.2684488346035
2001,275,366,2,2,2,1,NA,1,NA,1,2,2,2,1,NA,1,NA,1,1.16885869487191
2002,275,366,2,2,2,1,2,2,NA,2,2,2,2,1,2,2,NA,2,1.0223715763296
2003,275,366,2,2,2,1,1,1,NA,3,2,2,2,1,1,1,NA,3,1.16049145150645
2004,275,366,2,2,2,1,2,1,NA,1,2,2,2,1,2,1,NA,1,1.13426353742095
2005,275,366,2,2,2,1,2,1,NA,1,2,2,2,1,2,1,NA,1,1.11921865212958
2006,275,366,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.13920039431014
2007,275,366,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.998353019457133
2008,275,366,2,2,2,1,2,1,NA,NA,2,2,2,1,2,1,NA,NA,1.11413392271792
2009,275,366,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.26122723694083
2010,275,366,2,2,2,1,NA,1,NA,NA,2,2,2,1,NA,1,NA,NA,1.31727048404221
1985,NA,367,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-1.04777714174622
1986,NA,367,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-1.04621899007979
1987,NA,367,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-0.950431225654064
1988,NA,367,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-0.751141255035454
1989,NA,367,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,-0.447336578480754
1990,NA,367,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,-0.12833114956908
1991,NA,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233377338159998
1992,389,367,2,2,2,2,NA,1,1,NA,2,2,2,2,NA,1,1,NA,0.577948233997441
1993,389,367,2,2,2,1,1,2,2,NA,2,2,2,1,1,2,2,NA,0.490487040285959
1994,389,367,2,1,2,0,1,2,2,NA,2,1,2,0,1,2,2,NA,0.352676826371237
1995,389,367,2,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,0.294410483946074
1996,389,367,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,0.473452519149076
1997,389,367,2,2,2,1,NA,2,2,1,2,2,2,1,NA,2,2,1,0.503580179474197
1998,389,367,2,2,2,0,NA,2,2,1,2,2,2,0,NA,2,2,1,0.536344200033405
1999,389,367,2,2,2,1,1,2,2,4,2,2,2,1,1,2,2,4,0.731571274311894
2000,389,367,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,0.946281237998094
2001,389,367,2,2,2,0,2,1,NA,3,2,2,2,0,2,1,NA,3,0.98436073889929
2002,389,367,2,2,2,1,1,1,NA,4,2,2,2,1,1,1,NA,4,1.20421164463636
2003,389,367,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.2293513990506
2004,389,367,2,2,2,0,1,1,NA,1,2,2,2,0,1,1,NA,1,1.10172796048777
2005,389,367,2,2,2,1,2,2,NA,3,2,2,2,1,2,2,NA,3,0.807723662590445
2006,389,367,2,2,2,1,1,2,NA,NA,2,2,2,1,1,2,NA,NA,0.771347746143362
2007,389,367,2,1,2,1,1,2,NA,NA,2,1,2,1,1,2,NA,NA,0.66867225543836
2008,389,367,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.538395495608537
2009,389,367,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.534053241954414
2010,389,367,2,2,2,1,NA,2,NA,NA,2,2,2,1,NA,2,NA,NA,0.578373604624069
1985,NA,368,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-1.09813019906706
1986,NA,368,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-1.10046326094168
1987,NA,368,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-1.00908408829191
1988,NA,368,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-0.817077946575432
1989,NA,368,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-0.523443324458842
1990,NA,368,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,-0.115463298310123
1991,NA,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326914148815436
1992,407,368,2,2,1,1,1,1,1,NA,2,2,1,1,1,1,1,NA,0.776973200437587
1993,407,368,2,2,2,2,1,1,2,NA,2,2,2,2,1,1,2,NA,1.06549731787576
1994,407,368,2,2,2,2,1,1,2,NA,2,2,2,2,1,1,2,NA,1.1961500579049
1995,407,368,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1.16485145075831
1996,407,368,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,0.958942603573301
1997,407,368,2,2,2,1,NA,1,2,1,2,2,2,1,NA,1,2,1,1.0459955913712
1998,407,368,2,2,2,1,NA,1,2,1,2,2,2,1,NA,1,2,1,1.07959987468121
1999,407,368,2,2,2,1,NA,1,2,1,2,2,2,1,NA,1,2,1,1.09073651744834
2000,407,368,2,2,2,1,NA,1,NA,4,2,2,2,1,NA,1,NA,4,1.07257853804759
2001,407,368,2,2,2,0,2,1,NA,4,2,2,2,0,2,1,NA,4,1.04278363373089
2002,407,368,2,2,2,1,NA,1,NA,1,2,2,2,1,NA,1,NA,1,1.25264301182975
2003,407,368,2,2,2,1,1,1,NA,2,2,2,2,1,1,1,NA,2,1.36571753997913
2004,407,368,2,2,2,1,1,1,NA,1,2,2,2,1,1,1,NA,1,1.41598434567715
2005,407,368,2,2,2,1,1,1,NA,1,2,2,2,1,1,1,NA,1,1.37011873978184
2006,407,368,2,2,2,1,1,2,NA,NA,2,2,2,1,1,2,NA,NA,1.22213992013083
2007,407,368,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.30576608830175
2008,407,368,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.24275321410961
2009,407,368,2,2,2,1,1,2,NA,NA,2,2,2,1,1,2,NA,NA,1.02267348616299
2010,407,368,2,2,2,1,1,2,NA,NA,2,2,2,1,1,2,NA,NA,0.94082490840912
1991,NA,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257972407745835
1992,653,369,2,2,1,1,1,2,2,NA,2,2,1,1,1,2,2,NA,0.280326348029591
1993,653,369,2,2,2,1,1,2,2,NA,2,2,2,1,1,2,2,NA,0.177068393304643
1994,653,369,1,1,2,0,2,3,3,NA,1,1,2,0,2,3,3,NA,-0.263629724846258
1995,653,369,2,1,1,0,2,2,4,1,2,1,1,0,2,2,4,1,-0.294328324497397
1996,653,369,2,2,2,0,2,2,3,1,2,2,2,0,2,2,3,1,-0.234707659868904
1997,653,369,1,1,2,1,2,2,3,3,1,1,2,1,2,2,3,3,-0.32903969343376
1998,653,369,2,2,2,0,2,4,4,3,2,2,2,0,2,4,4,3,-0.508093074872278
1999,653,369,2,2,2,0,3,3,3,3,2,2,2,0,3,3,3,3,-0.531125741806268
2000,653,369,1,2,1,0,2,3,NA,4,1,2,1,0,2,3,NA,4,-0.544884290669136
2001,653,369,2,2,2,0,2,3,NA,5,2,2,2,0,2,3,NA,5,-0.523900321528486
2002,653,369,2,2,2,0,3,3,NA,5,2,2,2,0,3,3,NA,5,-0.646691230988691
2003,653,369,2,1,0,0,3,3,NA,5,2,1,0,0,3,3,NA,5,-0.760268015350001
2004,653,369,2,1,1,0,3,3,NA,5,2,1,1,0,3,3,NA,5,-0.723574710877446
2005,653,369,2,1,2,0,3,2,NA,6,2,1,2,0,3,2,NA,6,-0.548292564479258
2006,653,369,2,2,2,0,3,3,NA,NA,2,2,2,0,3,3,NA,NA,-0.551708297169189
2007,653,369,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.690872955636463
2008,653,369,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.760548864776737
2009,653,369,2,1,2,0,3,3,NA,NA,2,1,2,0,3,3,NA,NA,-0.770599714136917
2010,653,369,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.810693060561504
1985,NA,370,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,-0.104334334924253
1986,NA,370,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,-0.162706726932
1987,NA,370,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,-0.270586649215391
1988,NA,370,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,-0.344017462277496
1989,NA,370,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,-0.283455702320366
