"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","V9"
1976,NA,482,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,-0.162763881327682
1977,NA,482,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,-0.314445804124762
1978,NA,482,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,4,2,NA,NA,-0.716537152908078
1979,NA,482,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-1.03938314297086
1980,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.867873382405604
1981,200,482,2,1,1,1,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,-0.692383055612394
1982,200,482,2,2,0,0,NA,NA,NA,NA,2,2,0,0,NA,NA,NA,NA,-0.641801601580847
1983,200,482,2,2,0,0,NA,NA,NA,NA,2,2,0,0,NA,NA,NA,NA,-0.57213012317822
1984,200,482,2,2,0,0,NA,NA,NA,NA,2,2,0,0,NA,NA,NA,NA,-0.468215431098796
1985,200,482,2,2,0,1,NA,NA,3,NA,2,2,0,1,NA,NA,3,NA,-0.336333968645767
1986,200,482,2,1,1,1,NA,NA,2,NA,2,1,1,1,NA,NA,2,NA,-0.226470711555682
1987,200,482,2,1,1,0,2,2,2,NA,2,1,1,0,2,2,2,NA,-0.0739044031669296
1988,200,482,2,2,1,1,2,2,1,NA,2,2,1,1,2,2,1,NA,0.0804400289985116
1989,200,482,2,2,1,1,2,2,2,NA,2,2,1,1,2,2,2,NA,0.0493140132616441
1990,200,482,2,1,0,1,2,2,3,NA,2,1,0,1,2,2,3,NA,-0.121227520565884
1991,200,482,2,1,0,0,2,2,2,NA,2,1,0,0,2,2,2,NA,-0.231371152855876
1992,200,482,2,1,1,0,2,3,4,NA,2,1,1,0,2,3,4,NA,-0.338112701112222
1993,200,482,2,1,2,1,2,2,2,NA,2,1,2,1,2,2,2,NA,-0.121755138844108
1994,200,482,2,1,2,0,NA,2,2,NA,2,1,2,0,NA,2,2,NA,-0.150729444919783
1995,200,482,2,1,2,0,NA,2,2,1,2,1,2,0,NA,2,2,1,-0.218974459939076
1996,200,482,2,1,2,0,NA,2,3,1,2,1,2,0,NA,2,3,1,-0.370039235305303
1997,200,482,2,2,2,0,NA,3,5,1,2,2,2,0,NA,3,5,1,-0.511416877112915
1998,200,482,2,1,1,0,NA,2,4,1,2,1,1,0,NA,2,4,1,-0.555846625493832
1999,200,482,2,1,2,0,NA,3,3,1,2,1,2,0,NA,3,3,1,-0.669418434296478
2000,200,482,2,1,0,0,NA,2,NA,1,2,1,0,0,NA,2,NA,1,-0.827632893002844
2001,200,482,2,0,0,0,4,4,NA,6,2,0,0,0,4,4,NA,6,-1.31131482465113
2002,200,482,2,0,2,0,3,3,NA,6,2,0,2,0,3,3,NA,6,-1.29823757142374
2003,200,482,2,0,2,0,4,4,NA,6,2,0,2,0,4,4,NA,6,-1.47432547198247
2004,200,482,2,0,1,0,2,4,NA,1,2,0,1,0,2,4,NA,1,-1.45179189662782
2005,200,482,2,0,1,0,3,4,NA,1,2,0,1,0,3,4,NA,1,-1.61126424227325
2006,200,482,2,0,1,0,4,5,NA,NA,2,0,1,0,4,5,NA,NA,-1.93058950601916
2007,200,482,2,0,1,0,4,5,NA,NA,2,0,1,0,4,5,NA,NA,-2.03737045512995
2008,200,482,2,0,1,0,4,4,NA,NA,2,0,1,0,4,4,NA,NA,-1.97957048063541
2009,200,482,1,0,1,0,4,4,NA,NA,1,0,1,0,4,4,NA,NA,-2.08090896284944
2010,200,482,1,0,1,0,4,5,NA,NA,1,0,1,0,4,5,NA,NA,-2.27292640804368
1976,NA,483,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,-0.510459246399718
1977,NA,483,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.739730953600139
1978,NA,483,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.906436218966011
1979,NA,483,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.985678498817203
1980,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08506441463238
1981,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19115408808348
1982,NA,483,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-1.29166140326958
1983,NA,483,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-1.54312492830698
1984,203,483,0,0,0,0,5,5,NA,NA,0,0,0,0,5,5,NA,NA,-1.98732737984062
1985,203,483,0,0,1,1,5,5,5,NA,0,0,1,1,5,5,5,NA,-1.88138201775443
1986,203,483,1,1,0,0,2,3,4,NA,1,1,0,0,2,3,4,NA,-1.35824455160028
1987,203,483,2,1,0,1,4,3,2,NA,2,1,0,1,4,3,2,NA,-1.09191863139188
1988,203,483,2,1,1,1,3,3,3,NA,2,1,1,1,3,3,3,NA,-1.01318243416837
1989,203,483,0,1,0,0,3,3,3,NA,0,1,0,0,3,3,3,NA,-1.25007246740759
1990,203,483,0,0,0,0,4,4,4,NA,0,0,0,0,4,4,4,NA,-1.53123043784456
1991,203,483,2,0,1,0,3,4,4,NA,2,0,1,0,3,4,4,NA,-1.48664864973019
1992,203,483,1,0,0,0,5,4,3,NA,1,0,0,0,5,4,3,NA,-1.63830816324679
1993,203,483,0,0,1,0,5,4,3,NA,0,0,1,0,5,4,3,NA,-1.62464046665961
1994,203,483,1,0,1,1,4,4,3,NA,1,0,1,1,4,4,3,NA,-1.45346602897173
1995,203,483,2,1,0,0,4,4,4,4,2,1,0,0,4,4,4,4,-1.43717101842662
1996,203,483,1,0,1,1,4,2,2,5,1,0,1,1,4,2,2,5,-1.34300398352847
1997,203,483,1,0,1,0,4,4,4,6,1,0,1,0,4,4,4,6,-1.60486114266668
1998,203,483,1,0,0,0,4,4,3,NA,1,0,0,0,4,4,3,NA,-1.6204964221081
1999,203,483,2,0,1,0,4,4,3,4,2,0,1,0,4,4,3,4,-1.52715443147011
2000,203,483,1,1,1,0,3,4,NA,4,1,1,1,0,3,4,NA,4,-1.43383222301698
2001,203,483,1,0,1,1,4,4,NA,4,1,0,1,1,4,4,NA,4,-1.47724323063875
2002,203,483,2,0,2,0,2,4,NA,3,2,0,2,0,2,4,NA,3,-1.36719672567255
2003,203,483,1,1,2,0,3,4,NA,NA,1,1,2,0,3,4,NA,NA,-1.42554276204201
2004,203,483,1,0,1,0,3,4,NA,5,1,0,1,0,3,4,NA,5,-1.5476785265251
2005,203,483,0,0,1,1,2,4,NA,1,0,0,1,1,2,4,NA,1,-1.56622665423563
2006,203,483,1,0,0,1,4,4,NA,NA,1,0,0,1,4,4,NA,NA,-1.7679506473551
2007,203,483,1,1,1,1,4,4,NA,NA,1,1,1,1,4,4,NA,NA,-1.84862221164132
2008,203,483,1,0,1,0,5,5,NA,NA,1,0,1,0,5,5,NA,NA,-2.16507884608205
2009,203,483,1,1,0,0,5,4,NA,NA,1,1,0,0,5,4,NA,NA,-2.06367761610957
2010,203,483,2,1,1,0,4,4,NA,NA,2,1,1,0,4,4,NA,NA,-1.87049220947991
1976,NA,484,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.408520311240236
1977,NA,484,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.463369167482257
1978,NA,484,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,0.474838426511776
1979,NA,484,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0.328912768092801
1980,NA,484,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0.262955586830675
1981,221,484,2,2,1,2,2,2,NA,NA,2,2,1,2,2,2,NA,NA,0.229036179260186
1982,221,484,2,2,0,1,2,2,NA,NA,2,2,0,1,2,2,NA,NA,0.125801765606072
1983,221,484,2,2,0,1,2,2,NA,NA,2,2,0,1,2,2,NA,NA,0.0802202849145658
1984,221,484,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.0387195672980489
1985,221,484,2,1,1,0,2,2,3,NA,2,1,1,0,2,2,3,NA,-0.150777108884362
1986,221,484,2,1,1,1,2,2,3,NA,2,1,1,1,2,2,3,NA,-0.233707473930443
1987,221,484,2,2,0,1,3,3,3,NA,2,2,0,1,3,3,3,NA,-0.360965429656019
1988,221,484,2,2,1,0,2,2,4,NA,2,2,1,0,2,2,4,NA,-0.25629432793069
1989,221,484,2,2,1,0,2,2,3,NA,2,2,1,0,2,2,3,NA,-0.197193730561505
1990,221,484,2,1,1,0,2,2,4,NA,2,1,1,0,2,2,4,NA,-0.200722015102149
1991,221,484,2,2,1,1,2,1,4,NA,2,2,1,1,2,1,4,NA,-0.102932773168312
1992,221,484,2,1,1,1,2,2,2,NA,2,1,1,1,2,2,2,NA,-0.374817690928324
1993,221,484,0,0,0,0,3,4,3,NA,0,0,0,0,3,4,3,NA,-1.05017828703081
1994,221,484,1,0,2,0,4,4,3,NA,1,0,2,0,4,4,3,NA,-1.19970109085763
1995,221,484,2,1,1,0,3,3,3,3,2,1,1,0,3,3,3,3,-1.09379779816348
1996,221,484,2,1,1,0,3,3,5,3,2,1,1,0,3,3,5,3,-1.30130042894035
1997,221,484,1,0,0,0,5,5,4,1,1,0,0,0,5,5,4,1,-1.79981298634243
1998,221,484,1,0,1,1,4,5,3,3,1,0,1,1,4,5,3,3,-1.7813537478476
1999,221,484,0,0,0,0,5,5,2,5,0,0,0,0,5,5,2,5,-1.88537166381268
2000,221,484,1,1,0,1,5,3,NA,NA,1,1,0,1,5,3,NA,NA,-1.51250596884002
2001,221,484,2,1,0,1,NA,3,NA,1,2,1,0,1,NA,3,NA,1,-1.29018250424088
2002,221,484,1,0,1,0,4,4,NA,NA,1,0,1,0,4,4,NA,NA,-1.44228837229665
2003,221,484,1,1,2,1,4,4,NA,NA,1,1,2,1,4,4,NA,NA,-1.14992148516543
2004,221,484,2,1,2,1,3,2,NA,1,2,1,2,1,3,2,NA,1,-0.602059235121195
2005,221,484,2,1,1,0,2,3,NA,1,2,1,1,0,2,3,NA,1,-0.50342692007793
2006,221,484,2,1,1,0,2,3,NA,NA,2,1,1,0,2,3,NA,NA,-0.455997521202484
2007,221,484,2,1,1,0,2,3,NA,NA,2,1,1,0,2,3,NA,NA,-0.443191102839006
2008,221,484,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.452898022893925
2009,221,484,2,2,1,2,3,2,NA,NA,2,2,1,2,3,2,NA,NA,-0.148274159142378
2010,221,484,2,1,1,1,2,2,NA,NA,2,1,1,1,2,2,NA,NA,-0.065839883817462
1976,NA,490,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-0.627842859563538
1977,NA,490,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,4,2,NA,NA,-0.821250697692304
1978,NA,490,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,-1.08154778123353
1979,NA,490,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-1.13127007335624
1980,NA,490,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,-1.26424521849922
1981,218,490,0,NA,0,1,4,3,NA,NA,0,NA,0,1,4,3,NA,NA,-1.33906047717581
1982,218,490,1,2,0,1,4,3,NA,NA,1,2,0,1,4,3,NA,NA,-1.28880701438615
1983,218,490,1,1,0,0,4,3,NA,NA,1,1,0,0,4,3,NA,NA,-1.32474786108835
1984,218,490,2,0,0,0,3,3,NA,NA,2,0,0,0,3,3,NA,NA,-1.3385440437441
1985,218,490,1,0,0,0,3,4,5,NA,1,0,0,0,3,4,5,NA,-1.51880902901681
1986,218,490,1,1,0,0,3,4,5,NA,1,1,0,0,3,4,5,NA,-1.45487913388075
1987,218,490,1,2,0,0,3,3,4,NA,1,2,0,0,3,3,4,NA,-1.2432293401237
1988,218,490,1,1,0,0,3,3,4,NA,1,1,0,0,3,3,4,NA,-1.21391530767833
1989,218,490,1,1,0,1,3,3,3,NA,1,1,0,1,3,3,3,NA,-1.13104331447231
1990,218,490,0,0,0,0,3,3,2,NA,0,0,0,0,3,3,2,NA,-1.20851570869574
1991,218,490,0,0,1,0,4,3,3,NA,0,0,1,0,4,3,3,NA,-1.40018661567377
1992,NA,490,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,4,4,4,NA,-1.6760591350896
1993,NA,490,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,5,5,5,NA,-2.01314690865036
1994,NA,490,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,4,5,5,NA,-2.02075151948856
1995,NA,490,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,4,4,4,NA,-1.97933364484471
1996,NA,490,NA,NA,NA,NA,4,5,4,NA,NA,NA,NA,NA,4,5,4,NA,-2.20888881463764
1997,NA,490,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,5,5,4,NA,-2.447094192589
1998,NA,490,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,5,5,4,NA,-2.55455260693695
1999,NA,490,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,5,5,4,NA,-2.63909074002483
2000,NA,490,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,5,5,NA,NA,-2.72688230822013
2001,218,490,0,0,0,0,4,5,NA,5,0,0,0,0,4,5,NA,5,-2.70747591921188
2002,218,490,2,0,0,0,5,5,NA,5,2,0,0,0,5,5,NA,5,-2.77390865269404
2003,218,490,0,0,1,0,5,5,NA,6,0,0,1,0,5,5,NA,6,-2.86106955867139
2004,218,490,0,0,1,0,5,5,NA,6,0,0,1,0,5,5,NA,6,-2.82326198767023
2005,218,490,2,0,0,0,5,4,NA,6,2,0,0,0,5,4,NA,6,-2.67056976072001
2006,218,490,1,0,0,0,5,4,NA,NA,1,0,0,0,5,4,NA,NA,-2.69907392961739
2007,218,490,1,0,0,0,5,5,NA,NA,1,0,0,0,5,5,NA,NA,-2.87199342034626
2008,218,490,1,0,0,0,5,5,NA,NA,1,0,0,0,5,5,NA,NA,-2.94168025113044
2009,218,490,1,0,0,0,5,5,NA,NA,1,0,0,0,5,5,NA,NA,-3.00004026853636
2010,218,490,1,0,0,0,5,5,NA,NA,1,0,0,0,5,5,NA,NA,-3.04341408274099
1976,NA,500,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,-1.90776094805073
1977,NA,500,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,-1.95837458805362
1978,NA,500,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,-1.91284248137654
1979,NA,500,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,4,2,NA,NA,-1.7244390755975
1980,NA,500,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-1.93273018632524
1981,650,500,0,0,0,0,5,4,NA,NA,0,0,0,0,5,4,NA,NA,-2.19018612633116
1982,650,500,0,0,0,0,4,5,NA,NA,0,0,0,0,4,5,NA,NA,-2.33392828354424
1983,650,500,0,0,0,0,5,5,NA,NA,0,0,0,0,5,5,NA,NA,-2.37390348141638
1984,650,500,0,0,0,0,4,4,NA,NA,0,0,0,0,4,4,NA,NA,-2.16559520927499
1985,NA,500,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,5,5,4,NA,-2.10435903291448
1986,650,500,1,0,1,0,4,4,3,NA,1,0,1,0,4,4,3,NA,-1.79327934860429
1987,650,500,1,0,0,1,4,4,3,NA,1,0,0,1,4,4,3,NA,-1.67841943308533
1988,650,500,2,0,0,0,4,4,3,NA,2,0,0,0,4,4,3,NA,-1.65083687594924
1989,650,500,2,0,0,0,4,4,4,NA,2,0,0,0,4,4,4,NA,-1.62854977926215
1990,650,500,2,1,0,0,4,4,4,NA,2,1,0,0,4,4,4,NA,-1.43666432073965
1991,650,500,2,2,0,0,4,4,4,NA,2,2,0,0,4,4,4,NA,-1.2545651280803
1992,650,500,2,1,2,0,3,3,3,NA,2,1,2,0,3,3,3,NA,-0.933891365506437
1993,650,500,2,1,1,0,3,3,3,NA,2,1,1,0,3,3,3,NA,-0.869105614264208
1994,650,500,2,1,0,0,3,3,3,NA,2,1,0,0,3,3,3,NA,-0.91806916532624
1995,650,500,2,1,1,0,3,4,3,4,2,1,1,0,3,4,3,4,-1.08611913136283
1996,650,500,1,1,0,0,4,3,3,5,1,1,0,0,4,3,3,5,-1.23101558951077
1997,650,500,1,1,1,0,4,3,3,5,1,1,1,0,4,3,3,5,-1.20433648006467
1998,650,500,2,2,1,0,4,3,3,6,2,2,1,0,4,3,3,6,-1.1274995352652
1999,650,500,2,1,0,0,4,3,NA,4,2,1,0,0,4,3,NA,4,-1.21463417573186
2000,650,500,2,0,0,0,4,3,NA,NA,2,0,0,0,4,3,NA,NA,-1.31808142767752
2001,650,500,2,1,0,0,4,3,NA,3,2,1,0,0,4,3,NA,3,-1.37424434247451
2002,650,500,2,1,0,0,4,4,NA,5,2,1,0,0,4,4,NA,5,-1.59823498846739
2003,650,500,1,1,0,0,4,4,NA,5,1,1,0,0,4,4,NA,5,-1.7514862539844
2004,650,500,1,1,0,0,4,4,NA,2,1,1,0,0,4,4,NA,2,-1.86160219539548
2005,650,500,1,1,0,0,4,5,NA,5,1,1,0,0,4,5,NA,5,-2.02920562210042
2006,650,500,1,0,0,0,4,4,NA,NA,1,0,0,0,4,4,NA,NA,-1.96202322956243
2007,650,500,2,1,0,0,4,4,NA,NA,2,1,0,0,4,4,NA,NA,-1.7561692764805
2008,650,500,2,1,0,0,3,4,NA,NA,2,1,0,0,3,4,NA,NA,-1.59545047198666
2009,650,500,1,1,0,0,3,4,NA,NA,1,1,0,0,3,4,NA,NA,-1.61992526046236
2010,650,500,2,0,0,0,3,4,NA,NA,2,0,0,0,3,4,NA,NA,-1.64976061031084
1976,NA,501,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0.0202366770517574
1977,NA,501,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0.0138615456241428
1978,NA,501,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.0551473635937288
1979,NA,501,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0.0126803168331913
1980,NA,501,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-0.00185134635917366
1981,368,501,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.00532215316864039
1982,368,501,2,2,1,1,3,2,NA,NA,2,2,1,1,3,2,NA,NA,-0.115733224646375
1983,368,501,2,2,1,1,3,2,NA,NA,2,2,1,1,3,2,NA,NA,-0.209891069382035
1984,368,501,2,2,1,1,4,3,NA,NA,2,2,1,1,4,3,NA,NA,-0.372296360410578
1985,368,501,2,2,1,0,2,2,3,NA,2,2,1,0,2,2,3,NA,-0.276845763314109
1986,368,501,2,2,1,1,3,2,3,NA,2,2,1,1,3,2,3,NA,-0.349543757450528
1987,368,501,2,2,0,1,3,3,3,NA,2,2,0,1,3,3,3,NA,-0.50902721762833
1988,368,501,1,1,1,0,3,2,3,NA,1,1,1,0,3,2,3,NA,-0.580167195085898
1989,368,501,2,1,1,0,2,2,3,NA,2,1,1,0,2,2,3,NA,-0.52867352679012
1990,368,501,2,1,1,1,3,3,3,NA,2,1,1,1,3,3,3,NA,-0.668806367386581
1991,368,501,2,1,0,0,3,3,3,NA,2,1,0,0,3,3,3,NA,-0.898257489103829
1992,368,501,2,0,0,0,4,4,3,NA,2,0,0,0,4,4,3,NA,-1.17577937417278
1993,368,501,2,1,1,1,3,4,3,NA,2,1,1,1,3,4,3,NA,-1.07490200625663
1994,368,501,1,2,1,0,4,4,3,NA,1,2,1,0,4,4,3,NA,-1.15767832945057
1995,368,501,1,2,1,0,4,3,3,6,1,2,1,0,4,3,3,6,-1.18323105114459
1996,368,501,2,1,1,0,3,4,4,6,2,1,1,0,3,4,4,6,-1.31592355002426
1997,368,501,2,1,1,0,4,4,4,6,2,1,1,0,4,4,4,6,-1.40779664953211
1998,368,501,2,0,0,0,3,3,4,6,2,0,0,0,3,3,4,6,-1.3231487123952
1999,368,501,1,0,0,0,3,3,4,6,1,0,0,0,3,3,4,6,-1.33276794661908
2000,368,501,2,0,0,0,3,3,NA,6,2,0,0,0,3,3,NA,6,-1.25308526964115
2001,368,501,2,1,0,0,3,3,NA,5,2,1,0,0,3,3,NA,5,-1.26229528624508
2002,368,501,2,0,0,0,4,4,NA,6,2,0,0,0,4,4,NA,6,-1.53285135580234
2003,368,501,2,0,1,0,3,4,NA,6,2,0,1,0,3,4,NA,6,-1.45920191009529
2004,368,501,2,0,2,0,3,3,NA,6,2,0,2,0,3,3,NA,6,-1.36051095743162
2005,368,501,2,0,1,0,3,4,NA,6,2,0,1,0,3,4,NA,6,-1.48488034000639
2006,368,501,2,0,1,0,3,4,NA,NA,2,0,1,0,3,4,NA,NA,-1.55459173426879
2007,368,501,2,0,1,0,4,4,NA,NA,2,0,1,0,4,4,NA,NA,-1.68845108957286
2008,368,501,1,0,1,0,4,4,NA,NA,1,0,1,0,4,4,NA,NA,-1.74274140929393
2009,368,501,1,0,1,0,3,4,NA,NA,1,0,1,0,3,4,NA,NA,-1.63818733444519
2010,368,501,2,1,1,0,3,4,NA,NA,2,1,1,0,3,4,NA,NA,-1.48950400872568
1976,NA,510,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-0.679256849601448
1977,NA,510,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.593705901379044
1978,NA,510,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.351503501377992
1979,NA,510,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,-0.115019183903376
1980,NA,510,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,-0.0178654592695472
1981,623,510,1,2,0,2,2,2,NA,NA,1,2,0,2,2,2,NA,NA,-0.0503746319393318
1982,623,510,1,2,1,1,2,2,NA,NA,1,2,1,1,2,2,NA,NA,-0.117991226601189
1983,623,510,2,2,2,0,NA,3,NA,NA,2,2,2,0,NA,3,NA,NA,-0.238643384102968
1984,623,510,2,2,1,1,2,3,NA,NA,2,2,1,1,2,3,NA,NA,-0.165571563961277
1985,623,510,2,2,1,1,2,2,3,NA,2,2,1,1,2,2,3,NA,-0.071304804563727
1986,623,510,2,2,1,1,2,2,4,NA,2,2,1,1,2,2,4,NA,-0.112563399816318
1987,623,510,2,2,1,1,2,3,3,NA,2,2,1,1,2,3,3,NA,-0.214917067062905
1988,623,510,1,1,1,1,2,2,3,NA,1,1,1,1,2,2,3,NA,-0.296724680655438
1989,623,510,2,1,1,1,2,2,4,NA,2,1,1,1,2,2,4,NA,-0.355709810155216
1990,623,510,2,1,0,0,2,3,4,NA,2,1,0,0,2,3,4,NA,-0.480378340584919
1991,623,510,2,1,0,0,2,2,4,NA,2,1,0,0,2,2,4,NA,-0.339388448952471
1992,623,510,2,2,1,2,1,2,4,NA,2,2,1,2,1,2,4,NA,-0.0891731464606427
1993,623,510,1,1,0,2,2,2,4,NA,1,1,0,2,2,2,4,NA,-0.219573317848928
1994,623,510,2,2,1,1,2,2,4,NA,2,2,1,1,2,2,4,NA,-0.247513445571447
1995,623,510,2,1,1,1,3,2,4,4,2,1,1,1,3,2,4,4,-0.503939550777917
1996,623,510,2,1,1,1,3,3,4,3,2,1,1,1,3,3,4,3,-0.715870687480453
1997,623,510,2,1,1,0,NA,3,3,3,2,1,1,0,NA,3,3,3,-0.739262474375857
1998,623,510,2,2,1,0,3,3,3,1,2,2,1,0,3,3,3,1,-0.698922052028682
1999,623,510,2,1,1,0,2,3,3,4,2,1,1,0,2,3,3,4,-0.696869895180829
2000,623,510,2,0,0,1,3,3,NA,5,2,0,0,1,3,3,NA,5,-0.803608533363304
2001,623,510,2,1,0,0,3,3,NA,6,2,1,0,0,3,3,NA,6,-0.793495837892367
2002,623,510,2,2,2,1,2,3,NA,6,2,2,2,1,2,3,NA,6,-0.553033121931648
2003,623,510,2,1,2,0,3,3,NA,1,2,1,2,0,3,3,NA,1,-0.598261006384507
2004,623,510,2,1,0,0,2,3,NA,1,2,1,0,0,2,3,NA,1,-0.610737222480653
2005,623,510,2,1,0,0,3,3,NA,5,2,1,0,0,3,3,NA,5,-0.645079024906521
2006,623,510,2,1,1,1,2,3,NA,NA,2,1,1,1,2,3,NA,NA,-0.408886590785812
2007,623,510,2,1,2,0,2,3,NA,NA,2,1,2,0,2,3,NA,NA,-0.353527393382717
2008,623,510,2,1,1,0,2,3,NA,NA,2,1,1,0,2,3,NA,NA,-0.34950289986895
2009,623,510,2,1,1,1,2,2,NA,NA,2,1,1,1,2,2,NA,NA,-0.202550392073308
2010,623,510,2,1,1,1,2,3,NA,NA,2,1,1,1,2,3,NA,NA,-0.282634884719715
1976,NA,516,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.073199296655549
1977,NA,516,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.00542364351334047
1978,NA,516,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.00766231669771375
1979,NA,516,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0.0853208338864573
1980,NA,516,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0.120300079532342
1981,185,516,2,1,1,2,NA,2,NA,NA,2,1,1,2,NA,2,NA,NA,0.0980713088574462
1982,185,516,2,2,2,2,NA,2,NA,NA,2,2,2,2,NA,2,NA,NA,0.182730894657262
1983,185,516,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.0860885893373798
1984,185,516,2,1,0,1,2,2,NA,NA,2,1,0,1,2,2,NA,NA,-0.0648007249177207
1985,185,516,2,2,1,1,3,2,2,NA,2,2,1,1,3,2,2,NA,-0.167751125064674
1986,185,516,2,2,0,1,3,3,2,NA,2,2,0,1,3,3,2,NA,-0.350707524171858
1987,185,516,2,2,1,1,2,2,2,NA,2,2,1,1,2,2,2,NA,-0.293010405541291
1988,185,516,1,0,1,1,4,4,3,NA,1,0,1,1,4,4,3,NA,-0.770596335777011
1989,185,516,1,2,1,1,2,2,3,NA,1,2,1,1,2,2,3,NA,-0.529704920998542
1990,185,516,2,1,0,1,2,2,2,NA,2,1,0,1,2,2,2,NA,-0.634095088666303
1991,185,516,0,0,0,0,5,4,2,NA,0,0,0,0,5,4,2,NA,-1.32989788027263
1992,185,516,2,2,0,1,4,4,4,NA,2,2,0,1,4,4,4,NA,-1.48107053327233
1993,NA,516,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,5,5,3,NA,-1.89581470265917
